Date (WET),Static FFR Accepted Volume,Static FFR Max of average Accepted Price,Static FFR Min of average Accepted  Price,Static FFR Average Accepted  Price,LFS Accepted Volume,LFS Max of average Accepted Price,LFS Min of average Accepted  Price,LFS Average Accepted  Price
,MW,GBP/MW/h,GBP/MW/h,GBP/MW/h,MW,GBP/MW/h,GBP/MW/h,GBP/MW/h
[31/12/2018 14:30],154.0,1.88,1.88,1.88,0.0,,,
[31/12/2018 15:00],22.0,1.37,1.37,1.37,0.0,,,
[31/12/2018 15:30],22.0,1.37,1.37,1.37,0.0,,,
[31/12/2018 16:00],22.0,1.37,1.37,1.37,0.0,,,
[31/12/2018 16:30],22.0,1.37,1.37,1.37,0.0,,,
[31/12/2018 17:00],22.0,1.37,1.37,1.37,0.0,,,
[31/12/2018 17:30],22.0,1.37,1.37,1.37,0.0,,,
[31/12/2018 18:00],22.0,1.37,1.37,1.37,0.0,,,
[31/12/2018 18:30],22.0,1.37,1.37,1.37,0.0,,,
[31/12/2018 19:00],117.0,1.90,1.90,1.90,0.0,,,
[31/12/2018 19:30],117.0,1.90,1.90,1.90,0.0,,,
[31/12/2018 20:00],117.0,1.90,1.90,1.90,0.0,,,
[31/12/2018 20:30],120.0,1.94,1.94,1.94,0.0,,,
[31/12/2018 21:00],120.0,1.94,1.94,1.94,0.0,,,
[31/12/2018 21:30],120.0,1.94,1.94,1.94,0.0,,,
[31/12/2018 22:00],120.0,1.94,1.94,1.94,0.0,,,
[31/12/2018 22:30],120.0,1.94,1.94,1.94,0.0,,,
[31/12/2018 23:00],86.0,1.33,1.33,1.33,0.0,,,
[31/12/2018 23:30],86.0,1.33,1.33,1.33,0.0,,,
[01/01/2019 00:00],65.0,1.27,1.27,1.27,0.0,,,
[01/01/2019 00:30],65.0,1.27,1.27,1.27,0.0,,,
[01/01/2019 01:00],65.0,1.27,1.27,1.27,0.0,,,
[01/01/2019 01:30],65.0,1.27,1.27,1.27,0.0,,,
[01/01/2019 02:00],65.0,1.27,1.27,1.27,0.0,,,
[01/01/2019 02:30],65.0,1.27,1.27,1.27,0.0,,,
[01/01/2019 03:00],65.0,1.27,1.27,1.27,0.0,,,
[01/01/2019 03:30],65.0,1.27,1.27,1.27,0.0,,,
[01/01/2019 04:00],65.0,1.27,1.27,1.27,0.0,,,
[01/01/2019 04:30],65.0,1.27,1.27,1.27,0.0,,,
[01/01/2019 05:00],65.0,1.27,1.27,1.27,0.0,,,
[01/01/2019 05:30],65.0,1.27,1.27,1.27,0.0,,,
[01/01/2019 06:00],65.0,1.27,1.27,1.27,0.0,,,
[01/01/2019 06:30],65.0,1.27,1.27,1.27,0.0,,,
[01/01/2019 07:00],177.0,1.94,1.94,1.94,0.0,,,
[01/01/2019 07:30],177.0,1.94,1.94,1.94,0.0,,,
[01/01/2019 08:00],177.0,1.94,1.94,1.94,0.0,,,
[01/01/2019 08:30],177.0,1.94,1.94,1.94,0.0,,,
[01/01/2019 09:00],177.0,1.94,1.94,1.94,0.0,,,
[01/01/2019 09:30],177.0,1.94,1.94,1.94,0.0,,,
[01/01/2019 10:00],177.0,1.94,1.94,1.94,0.0,,,
[01/01/2019 10:30],177.0,1.94,1.94,1.94,0.0,,,
[01/01/2019 11:00],154.0,2.04,2.04,2.04,0.0,,,
[01/01/2019 11:30],154.0,2.04,2.04,2.04,0.0,,,
[01/01/2019 12:00],154.0,2.04,2.04,2.04,0.0,,,
[01/01/2019 12:30],154.0,2.04,2.04,2.04,0.0,,,
[01/01/2019 13:00],154.0,2.04,2.04,2.04,0.0,,,
[01/01/2019 13:30],154.0,2.04,2.04,2.04,0.0,,,
[01/01/2019 14:00],154.0,2.04,2.04,2.04,0.0,,,
[01/01/2019 14:30],154.0,2.04,2.04,2.04,0.0,,,
[01/01/2019 15:00],22.0,2.12,2.12,2.12,0.0,,,
[01/01/2019 15:30],22.0,2.12,2.12,2.12,0.0,,,
[01/01/2019 16:00],22.0,2.12,2.12,2.12,0.0,,,
[01/01/2019 16:30],22.0,2.12,2.12,2.12,0.0,,,
[01/01/2019 17:00],22.0,2.12,2.12,2.12,0.0,,,
[01/01/2019 17:30],22.0,2.12,2.12,2.12,0.0,,,
[01/01/2019 18:00],22.0,2.12,2.12,2.12,0.0,,,
[01/01/2019 18:30],22.0,2.12,2.12,2.12,0.0,,,
[01/01/2019 19:00],22.0,2.12,2.12,2.12,0.0,,,
[01/01/2019 19:30],22.0,2.12,2.12,2.12,0.0,,,
[01/01/2019 20:00],22.0,2.12,2.12,2.12,0.0,,,
[01/01/2019 20:30],22.0,2.12,2.12,2.12,0.0,,,
[01/01/2019 21:00],22.0,2.12,2.12,2.12,0.0,,,
[01/01/2019 21:30],22.0,2.12,2.12,2.12,0.0,,,
[01/01/2019 22:00],22.0,2.12,2.12,2.12,0.0,,,
[01/01/2019 22:30],22.0,2.12,2.12,2.12,0.0,,,
[01/01/2019 23:00],65.0,1.27,1.27,1.27,0.0,,,
[01/01/2019 23:30],65.0,1.27,1.27,1.27,0.0,,,
[02/01/2019 00:00],65.0,1.27,1.27,1.27,0.0,,,
[02/01/2019 00:30],65.0,1.27,1.27,1.27,0.0,,,
[02/01/2019 01:00],65.0,1.27,1.27,1.27,0.0,,,
[02/01/2019 01:30],65.0,1.27,1.27,1.27,0.0,,,
[02/01/2019 02:00],65.0,1.27,1.27,1.27,0.0,,,
[02/01/2019 02:30],65.0,1.27,1.27,1.27,0.0,,,
[02/01/2019 03:00],65.0,1.27,1.27,1.27,0.0,,,
[02/01/2019 03:30],65.0,1.27,1.27,1.27,0.0,,,
[02/01/2019 04:00],65.0,1.27,1.27,1.27,0.0,,,
[02/01/2019 04:30],65.0,1.27,1.27,1.27,0.0,,,
[02/01/2019 05:00],65.0,1.27,1.27,1.27,0.0,,,
[02/01/2019 05:30],65.0,1.27,1.27,1.27,0.0,,,
[02/01/2019 06:00],65.0,1.27,1.27,1.27,0.0,,,
[02/01/2019 06:30],65.0,1.27,1.27,1.27,0.0,,,
[02/01/2019 07:00],177.0,1.94,1.94,1.94,0.0,,,
[02/01/2019 07:30],177.0,1.94,1.94,1.94,0.0,,,
[02/01/2019 08:00],177.0,1.94,1.94,1.94,0.0,,,
[02/01/2019 08:30],177.0,1.94,1.94,1.94,0.0,,,
[02/01/2019 09:00],177.0,1.94,1.94,1.94,0.0,,,
[02/01/2019 09:30],177.0,1.94,1.94,1.94,0.0,,,
[02/01/2019 10:00],177.0,1.94,1.94,1.94,0.0,,,
[02/01/2019 10:30],177.0,1.94,1.94,1.94,0.0,,,
[02/01/2019 11:00],154.0,2.04,2.04,2.04,0.0,,,
[02/01/2019 11:30],154.0,2.04,2.04,2.04,0.0,,,
[02/01/2019 12:00],154.0,2.04,2.04,2.04,0.0,,,
[02/01/2019 12:30],154.0,2.04,2.04,2.04,0.0,,,
[02/01/2019 13:00],154.0,2.04,2.04,2.04,0.0,,,
[02/01/2019 13:30],154.0,2.04,2.04,2.04,0.0,,,
[02/01/2019 14:00],154.0,2.04,2.04,2.04,0.0,,,
[02/01/2019 14:30],154.0,2.04,2.04,2.04,0.0,,,
[02/01/2019 15:00],22.0,1.37,1.37,1.37,0.0,,,
[02/01/2019 15:30],22.0,1.37,1.37,1.37,0.0,,,
[02/01/2019 16:00],22.0,1.37,1.37,1.37,0.0,,,
[02/01/2019 16:30],22.0,1.37,1.37,1.37,0.0,,,
[02/01/2019 17:00],22.0,1.37,1.37,1.37,0.0,,,
[02/01/2019 17:30],22.0,1.37,1.37,1.37,0.0,,,
[02/01/2019 18:00],22.0,1.37,1.37,1.37,0.0,,,
[02/01/2019 18:30],22.0,1.37,1.37,1.37,0.0,,,
[02/01/2019 19:00],22.0,2.12,2.12,2.12,0.0,,,
[02/01/2019 19:30],22.0,2.12,2.12,2.12,0.0,,,
[02/01/2019 20:00],22.0,2.12,2.12,2.12,0.0,,,
[02/01/2019 20:30],22.0,2.12,2.12,2.12,0.0,,,
[02/01/2019 21:00],22.0,2.12,2.12,2.12,0.0,,,
[02/01/2019 21:30],22.0,2.12,2.12,2.12,0.0,,,
[02/01/2019 22:00],22.0,2.12,2.12,2.12,0.0,,,
[02/01/2019 22:30],22.0,2.12,2.12,2.12,0.0,,,
[02/01/2019 23:00],65.0,1.27,1.27,1.27,0.0,,,
[02/01/2019 23:30],65.0,1.27,1.27,1.27,0.0,,,
[03/01/2019 00:00],65.0,1.27,1.27,1.27,0.0,,,
[03/01/2019 00:30],65.0,1.27,1.27,1.27,0.0,,,
[03/01/2019 01:00],65.0,1.27,1.27,1.27,0.0,,,
[03/01/2019 01:30],65.0,1.27,1.27,1.27,0.0,,,
[03/01/2019 02:00],65.0,1.27,1.27,1.27,0.0,,,
[03/01/2019 02:30],65.0,1.27,1.27,1.27,0.0,,,
[03/01/2019 03:00],65.0,1.27,1.27,1.27,0.0,,,
[03/01/2019 03:30],65.0,1.27,1.27,1.27,0.0,,,
[03/01/2019 04:00],65.0,1.27,1.27,1.27,0.0,,,
[03/01/2019 04:30],65.0,1.27,1.27,1.27,0.0,,,
[03/01/2019 05:00],65.0,1.27,1.27,1.27,0.0,,,
[03/01/2019 05:30],65.0,1.27,1.27,1.27,0.0,,,
[03/01/2019 06:00],65.0,1.27,1.27,1.27,0.0,,,
[03/01/2019 06:30],65.0,1.27,1.27,1.27,0.0,,,
[03/01/2019 07:00],177.0,1.94,1.94,1.94,0.0,,,
[03/01/2019 07:30],177.0,1.94,1.94,1.94,0.0,,,
[03/01/2019 08:00],177.0,1.94,1.94,1.94,0.0,,,
[03/01/2019 08:30],177.0,1.94,1.94,1.94,0.0,,,
[03/01/2019 09:00],177.0,1.94,1.94,1.94,0.0,,,
[03/01/2019 09:30],177.0,1.94,1.94,1.94,0.0,,,
[03/01/2019 10:00],177.0,1.94,1.94,1.94,0.0,,,
[03/01/2019 10:30],177.0,1.94,1.94,1.94,0.0,,,
[03/01/2019 11:00],154.0,2.04,2.04,2.04,0.0,,,
[03/01/2019 11:30],154.0,2.04,2.04,2.04,0.0,,,
[03/01/2019 12:00],154.0,2.04,2.04,2.04,0.0,,,
[03/01/2019 12:30],154.0,2.04,2.04,2.04,0.0,,,
[03/01/2019 13:00],154.0,2.04,2.04,2.04,0.0,,,
[03/01/2019 13:30],154.0,2.04,2.04,2.04,0.0,,,
[03/01/2019 14:00],154.0,2.04,2.04,2.04,0.0,,,
[03/01/2019 14:30],154.0,2.04,2.04,2.04,0.0,,,
[03/01/2019 15:00],22.0,1.37,1.37,1.37,0.0,,,
[03/01/2019 15:30],22.0,1.37,1.37,1.37,0.0,,,
[03/01/2019 16:00],22.0,1.37,1.37,1.37,0.0,,,
[03/01/2019 16:30],22.0,1.37,1.37,1.37,0.0,,,
[03/01/2019 17:00],22.0,1.37,1.37,1.37,0.0,,,
[03/01/2019 17:30],22.0,1.37,1.37,1.37,0.0,,,
[03/01/2019 18:00],22.0,1.37,1.37,1.37,0.0,,,
[03/01/2019 18:30],22.0,1.37,1.37,1.37,0.0,,,
[03/01/2019 19:00],22.0,2.12,2.12,2.12,0.0,,,
[03/01/2019 19:30],22.0,2.12,2.12,2.12,0.0,,,
[03/01/2019 20:00],22.0,2.12,2.12,2.12,0.0,,,
[03/01/2019 20:30],22.0,2.12,2.12,2.12,0.0,,,
[03/01/2019 21:00],22.0,2.12,2.12,2.12,0.0,,,
[03/01/2019 21:30],22.0,2.12,2.12,2.12,0.0,,,
[03/01/2019 22:00],22.0,2.12,2.12,2.12,0.0,,,
[03/01/2019 22:30],22.0,2.12,2.12,2.12,0.0,,,
[03/01/2019 23:00],65.0,1.27,1.27,1.27,0.0,,,
[03/01/2019 23:30],65.0,1.27,1.27,1.27,0.0,,,
[04/01/2019 00:00],65.0,1.27,1.27,1.27,0.0,,,
[04/01/2019 00:30],65.0,1.27,1.27,1.27,0.0,,,
[04/01/2019 01:00],65.0,1.27,1.27,1.27,0.0,,,
[04/01/2019 01:30],65.0,1.27,1.27,1.27,0.0,,,
[04/01/2019 02:00],65.0,1.27,1.27,1.27,0.0,,,
[04/01/2019 02:30],65.0,1.27,1.27,1.27,0.0,,,
[04/01/2019 03:00],65.0,1.27,1.27,1.27,0.0,,,
[04/01/2019 03:30],65.0,1.27,1.27,1.27,0.0,,,
[04/01/2019 04:00],65.0,1.27,1.27,1.27,0.0,,,
[04/01/2019 04:30],65.0,1.27,1.27,1.27,0.0,,,
[04/01/2019 05:00],65.0,1.27,1.27,1.27,0.0,,,
[04/01/2019 05:30],65.0,1.27,1.27,1.27,0.0,,,
[04/01/2019 06:00],65.0,1.27,1.27,1.27,0.0,,,
[04/01/2019 06:30],65.0,1.27,1.27,1.27,0.0,,,
[04/01/2019 07:00],177.0,1.94,1.94,1.94,0.0,,,
[04/01/2019 07:30],177.0,1.94,1.94,1.94,0.0,,,
[04/01/2019 08:00],177.0,1.94,1.94,1.94,0.0,,,
[04/01/2019 08:30],177.0,1.94,1.94,1.94,0.0,,,
[04/01/2019 09:00],177.0,1.94,1.94,1.94,0.0,,,
[04/01/2019 09:30],177.0,1.94,1.94,1.94,0.0,,,
[04/01/2019 10:00],177.0,1.94,1.94,1.94,0.0,,,
[04/01/2019 10:30],177.0,1.94,1.94,1.94,0.0,,,
[04/01/2019 11:00],154.0,2.04,2.04,2.04,0.0,,,
[04/01/2019 11:30],154.0,2.04,2.04,2.04,0.0,,,
[04/01/2019 12:00],154.0,2.04,2.04,2.04,0.0,,,
[04/01/2019 12:30],154.0,2.04,2.04,2.04,0.0,,,
[04/01/2019 13:00],154.0,2.04,2.04,2.04,0.0,,,
[04/01/2019 13:30],154.0,2.04,2.04,2.04,0.0,,,
[04/01/2019 14:00],154.0,2.04,2.04,2.04,0.0,,,
[04/01/2019 14:30],154.0,2.04,2.04,2.04,0.0,,,
[04/01/2019 15:00],22.0,1.37,1.37,1.37,0.0,,,
[04/01/2019 15:30],22.0,1.37,1.37,1.37,0.0,,,
[04/01/2019 16:00],22.0,1.37,1.37,1.37,0.0,,,
[04/01/2019 16:30],22.0,1.37,1.37,1.37,0.0,,,
[04/01/2019 17:00],22.0,1.37,1.37,1.37,0.0,,,
[04/01/2019 17:30],22.0,1.37,1.37,1.37,0.0,,,
[04/01/2019 18:00],22.0,1.37,1.37,1.37,0.0,,,
[04/01/2019 18:30],22.0,1.37,1.37,1.37,0.0,,,
[04/01/2019 19:00],22.0,2.12,2.12,2.12,0.0,,,
[04/01/2019 19:30],22.0,2.12,2.12,2.12,0.0,,,
[04/01/2019 20:00],22.0,2.12,2.12,2.12,0.0,,,
[04/01/2019 20:30],22.0,2.12,2.12,2.12,0.0,,,
[04/01/2019 21:00],22.0,2.12,2.12,2.12,0.0,,,
[04/01/2019 21:30],22.0,2.12,2.12,2.12,0.0,,,
[04/01/2019 22:00],22.0,2.12,2.12,2.12,0.0,,,
[04/01/2019 22:30],22.0,2.12,2.12,2.12,0.0,,,
[04/01/2019 23:00],65.0,1.27,1.27,1.27,0.0,,,
[04/01/2019 23:30],65.0,1.27,1.27,1.27,0.0,,,
[05/01/2019 00:00],65.0,1.27,1.27,1.27,0.0,,,
[05/01/2019 00:30],65.0,1.27,1.27,1.27,0.0,,,
[05/01/2019 01:00],65.0,1.27,1.27,1.27,0.0,,,
[05/01/2019 01:30],65.0,1.27,1.27,1.27,0.0,,,
[05/01/2019 02:00],65.0,1.27,1.27,1.27,0.0,,,
[05/01/2019 02:30],65.0,1.27,1.27,1.27,0.0,,,
[05/01/2019 03:00],65.0,1.27,1.27,1.27,0.0,,,
[05/01/2019 03:30],65.0,1.27,1.27,1.27,0.0,,,
[05/01/2019 04:00],65.0,1.27,1.27,1.27,0.0,,,
[05/01/2019 04:30],65.0,1.27,1.27,1.27,0.0,,,
[05/01/2019 05:00],65.0,1.27,1.27,1.27,0.0,,,
[05/01/2019 05:30],65.0,1.27,1.27,1.27,0.0,,,
[05/01/2019 06:00],65.0,1.27,1.27,1.27,0.0,,,
[05/01/2019 06:30],65.0,1.27,1.27,1.27,0.0,,,
[05/01/2019 07:00],177.0,1.94,1.94,1.94,0.0,,,
[05/01/2019 07:30],177.0,1.94,1.94,1.94,0.0,,,
[05/01/2019 08:00],177.0,1.94,1.94,1.94,0.0,,,
[05/01/2019 08:30],177.0,1.94,1.94,1.94,0.0,,,
[05/01/2019 09:00],177.0,1.94,1.94,1.94,0.0,,,
[05/01/2019 09:30],177.0,1.94,1.94,1.94,0.0,,,
[05/01/2019 10:00],177.0,1.94,1.94,1.94,0.0,,,
[05/01/2019 10:30],177.0,1.94,1.94,1.94,0.0,,,
[05/01/2019 11:00],154.0,2.04,2.04,2.04,0.0,,,
[05/01/2019 11:30],154.0,2.04,2.04,2.04,0.0,,,
[05/01/2019 12:00],154.0,2.04,2.04,2.04,0.0,,,
[05/01/2019 12:30],154.0,2.04,2.04,2.04,0.0,,,
[05/01/2019 13:00],154.0,2.04,2.04,2.04,0.0,,,
[05/01/2019 13:30],154.0,2.04,2.04,2.04,0.0,,,
[05/01/2019 14:00],154.0,2.04,2.04,2.04,0.0,,,
[05/01/2019 14:30],154.0,2.04,2.04,2.04,0.0,,,
[05/01/2019 15:00],22.0,2.12,2.12,2.12,0.0,,,
[05/01/2019 15:30],22.0,2.12,2.12,2.12,0.0,,,
[05/01/2019 16:00],22.0,2.12,2.12,2.12,0.0,,,
[05/01/2019 16:30],22.0,2.12,2.12,2.12,0.0,,,
[05/01/2019 17:00],22.0,2.12,2.12,2.12,0.0,,,
[05/01/2019 17:30],22.0,2.12,2.12,2.12,0.0,,,
[05/01/2019 18:00],22.0,2.12,2.12,2.12,0.0,,,
[05/01/2019 18:30],22.0,2.12,2.12,2.12,0.0,,,
[05/01/2019 19:00],22.0,2.12,2.12,2.12,0.0,,,
[05/01/2019 19:30],22.0,2.12,2.12,2.12,0.0,,,
[05/01/2019 20:00],22.0,2.12,2.12,2.12,0.0,,,
[05/01/2019 20:30],22.0,2.12,2.12,2.12,0.0,,,
[05/01/2019 21:00],22.0,2.12,2.12,2.12,0.0,,,
[05/01/2019 21:30],22.0,2.12,2.12,2.12,0.0,,,
[05/01/2019 22:00],22.0,2.12,2.12,2.12,0.0,,,
[05/01/2019 22:30],22.0,2.12,2.12,2.12,0.0,,,
[05/01/2019 23:00],65.0,1.27,1.27,1.27,0.0,,,
[05/01/2019 23:30],65.0,1.27,1.27,1.27,0.0,,,
[06/01/2019 00:00],65.0,1.27,1.27,1.27,0.0,,,
[06/01/2019 00:30],65.0,1.27,1.27,1.27,0.0,,,
[06/01/2019 01:00],65.0,1.27,1.27,1.27,0.0,,,
[06/01/2019 01:30],65.0,1.27,1.27,1.27,0.0,,,
[06/01/2019 02:00],65.0,1.27,1.27,1.27,0.0,,,
[06/01/2019 02:30],65.0,1.27,1.27,1.27,0.0,,,
[06/01/2019 03:00],65.0,1.27,1.27,1.27,0.0,,,
[06/01/2019 03:30],65.0,1.27,1.27,1.27,0.0,,,
[06/01/2019 04:00],65.0,1.27,1.27,1.27,0.0,,,
[06/01/2019 04:30],65.0,1.27,1.27,1.27,0.0,,,
[06/01/2019 05:00],65.0,1.27,1.27,1.27,0.0,,,
[06/01/2019 05:30],65.0,1.27,1.27,1.27,0.0,,,
[06/01/2019 06:00],65.0,1.27,1.27,1.27,0.0,,,
[06/01/2019 06:30],65.0,1.27,1.27,1.27,0.0,,,
[06/01/2019 07:00],177.0,1.94,1.94,1.94,0.0,,,
[06/01/2019 07:30],177.0,1.94,1.94,1.94,0.0,,,
[06/01/2019 08:00],177.0,1.94,1.94,1.94,0.0,,,
[06/01/2019 08:30],177.0,1.94,1.94,1.94,0.0,,,
[06/01/2019 09:00],177.0,1.94,1.94,1.94,0.0,,,
[06/01/2019 09:30],177.0,1.94,1.94,1.94,0.0,,,
[06/01/2019 10:00],177.0,1.94,1.94,1.94,0.0,,,
[06/01/2019 10:30],177.0,1.94,1.94,1.94,0.0,,,
[06/01/2019 11:00],154.0,2.04,2.04,2.04,0.0,,,
[06/01/2019 11:30],154.0,2.04,2.04,2.04,0.0,,,
[06/01/2019 12:00],154.0,2.04,2.04,2.04,0.0,,,
[06/01/2019 12:30],154.0,2.04,2.04,2.04,0.0,,,
[06/01/2019 13:00],154.0,2.04,2.04,2.04,0.0,,,
[06/01/2019 13:30],154.0,2.04,2.04,2.04,0.0,,,
[06/01/2019 14:00],154.0,2.04,2.04,2.04,0.0,,,
[06/01/2019 14:30],154.0,2.04,2.04,2.04,0.0,,,
[06/01/2019 15:00],22.0,2.12,2.12,2.12,0.0,,,
[06/01/2019 15:30],22.0,2.12,2.12,2.12,0.0,,,
[06/01/2019 16:00],22.0,2.12,2.12,2.12,0.0,,,
[06/01/2019 16:30],22.0,2.12,2.12,2.12,0.0,,,
[06/01/2019 17:00],22.0,2.12,2.12,2.12,0.0,,,
[06/01/2019 17:30],22.0,2.12,2.12,2.12,0.0,,,
[06/01/2019 18:00],22.0,2.12,2.12,2.12,0.0,,,
[06/01/2019 18:30],22.0,2.12,2.12,2.12,0.0,,,
[06/01/2019 19:00],22.0,2.12,2.12,2.12,0.0,,,
[06/01/2019 19:30],22.0,2.12,2.12,2.12,0.0,,,
[06/01/2019 20:00],22.0,2.12,2.12,2.12,0.0,,,
[06/01/2019 20:30],22.0,2.12,2.12,2.12,0.0,,,
[06/01/2019 21:00],22.0,2.12,2.12,2.12,0.0,,,
[06/01/2019 21:30],22.0,2.12,2.12,2.12,0.0,,,
[06/01/2019 22:00],22.0,2.12,2.12,2.12,0.0,,,
[06/01/2019 22:30],22.0,2.12,2.12,2.12,0.0,,,
[06/01/2019 23:00],65.0,1.27,1.27,1.27,0.0,,,
[06/01/2019 23:30],65.0,1.27,1.27,1.27,0.0,,,
[07/01/2019 00:00],65.0,1.27,1.27,1.27,0.0,,,
[07/01/2019 00:30],65.0,1.27,1.27,1.27,0.0,,,
[07/01/2019 01:00],65.0,1.27,1.27,1.27,0.0,,,
[07/01/2019 01:30],65.0,1.27,1.27,1.27,0.0,,,
[07/01/2019 02:00],65.0,1.27,1.27,1.27,0.0,,,
[07/01/2019 02:30],65.0,1.27,1.27,1.27,0.0,,,
[07/01/2019 03:00],65.0,1.27,1.27,1.27,0.0,,,
[07/01/2019 03:30],65.0,1.27,1.27,1.27,0.0,,,
[07/01/2019 04:00],65.0,1.27,1.27,1.27,0.0,,,
[07/01/2019 04:30],65.0,1.27,1.27,1.27,0.0,,,
[07/01/2019 05:00],65.0,1.27,1.27,1.27,0.0,,,
[07/01/2019 05:30],65.0,1.27,1.27,1.27,0.0,,,
[07/01/2019 06:00],65.0,1.27,1.27,1.27,0.0,,,
[07/01/2019 06:30],65.0,1.27,1.27,1.27,0.0,,,
[07/01/2019 07:00],177.0,1.94,1.94,1.94,0.0,,,
[07/01/2019 07:30],177.0,1.94,1.94,1.94,0.0,,,
[07/01/2019 08:00],177.0,1.94,1.94,1.94,0.0,,,
[07/01/2019 08:30],177.0,1.94,1.94,1.94,0.0,,,
[07/01/2019 09:00],177.0,1.94,1.94,1.94,0.0,,,
[07/01/2019 09:30],177.0,1.94,1.94,1.94,0.0,,,
[07/01/2019 10:00],177.0,1.94,1.94,1.94,0.0,,,
[07/01/2019 10:30],177.0,1.94,1.94,1.94,0.0,,,
[07/01/2019 11:00],154.0,2.04,2.04,2.04,0.0,,,
[07/01/2019 11:30],154.0,2.04,2.04,2.04,0.0,,,
[07/01/2019 12:00],154.0,2.04,2.04,2.04,0.0,,,
[07/01/2019 12:30],154.0,2.04,2.04,2.04,0.0,,,
[07/01/2019 13:00],154.0,2.04,2.04,2.04,0.0,,,
[07/01/2019 13:30],154.0,2.04,2.04,2.04,0.0,,,
[07/01/2019 14:00],154.0,2.04,2.04,2.04,0.0,,,
[07/01/2019 14:30],154.0,2.04,2.04,2.04,0.0,,,
[07/01/2019 15:00],22.0,1.37,1.37,1.37,0.0,,,
[07/01/2019 15:30],22.0,1.37,1.37,1.37,0.0,,,
[07/01/2019 16:00],22.0,1.37,1.37,1.37,0.0,,,
[07/01/2019 16:30],22.0,1.37,1.37,1.37,0.0,,,
[07/01/2019 17:00],22.0,1.37,1.37,1.37,0.0,,,
[07/01/2019 17:30],22.0,1.37,1.37,1.37,0.0,,,
[07/01/2019 18:00],22.0,1.37,1.37,1.37,0.0,,,
[07/01/2019 18:30],22.0,1.37,1.37,1.37,0.0,,,
[07/01/2019 19:00],22.0,2.12,2.12,2.12,0.0,,,
[07/01/2019 19:30],22.0,2.12,2.12,2.12,0.0,,,
[07/01/2019 20:00],22.0,2.12,2.12,2.12,0.0,,,
[07/01/2019 20:30],22.0,2.12,2.12,2.12,0.0,,,
[07/01/2019 21:00],22.0,2.12,2.12,2.12,0.0,,,
[07/01/2019 21:30],22.0,2.12,2.12,2.12,0.0,,,
[07/01/2019 22:00],22.0,2.12,2.12,2.12,0.0,,,
[07/01/2019 22:30],22.0,2.12,2.12,2.12,0.0,,,
[07/01/2019 23:00],65.0,1.27,1.27,1.27,0.0,,,
[07/01/2019 23:30],65.0,1.27,1.27,1.27,0.0,,,
[08/01/2019 00:00],65.0,1.27,1.27,1.27,0.0,,,
[08/01/2019 00:30],65.0,1.27,1.27,1.27,0.0,,,
[08/01/2019 01:00],65.0,1.27,1.27,1.27,0.0,,,
[08/01/2019 01:30],65.0,1.27,1.27,1.27,0.0,,,
[08/01/2019 02:00],65.0,1.27,1.27,1.27,0.0,,,
[08/01/2019 02:30],65.0,1.27,1.27,1.27,0.0,,,
[08/01/2019 03:00],65.0,1.27,1.27,1.27,0.0,,,
[08/01/2019 03:30],65.0,1.27,1.27,1.27,0.0,,,
[08/01/2019 04:00],65.0,1.27,1.27,1.27,0.0,,,
[08/01/2019 04:30],65.0,1.27,1.27,1.27,0.0,,,
[08/01/2019 05:00],65.0,1.27,1.27,1.27,0.0,,,
[08/01/2019 05:30],65.0,1.27,1.27,1.27,0.0,,,
[08/01/2019 06:00],65.0,1.27,1.27,1.27,0.0,,,
[08/01/2019 06:30],65.0,1.27,1.27,1.27,0.0,,,
[08/01/2019 07:00],177.0,1.94,1.94,1.94,0.0,,,
[08/01/2019 07:30],177.0,1.94,1.94,1.94,0.0,,,
[08/01/2019 08:00],177.0,1.94,1.94,1.94,0.0,,,
[08/01/2019 08:30],177.0,1.94,1.94,1.94,0.0,,,
[08/01/2019 09:00],177.0,1.94,1.94,1.94,0.0,,,
[08/01/2019 09:30],177.0,1.94,1.94,1.94,0.0,,,
[08/01/2019 10:00],177.0,1.94,1.94,1.94,0.0,,,
[08/01/2019 10:30],177.0,1.94,1.94,1.94,0.0,,,
[08/01/2019 11:00],154.0,2.04,2.04,2.04,0.0,,,
[08/01/2019 11:30],154.0,2.04,2.04,2.04,0.0,,,
[08/01/2019 12:00],154.0,2.04,2.04,2.04,0.0,,,
[08/01/2019 12:30],154.0,2.04,2.04,2.04,0.0,,,
[08/01/2019 13:00],154.0,2.04,2.04,2.04,0.0,,,
[08/01/2019 13:30],154.0,2.04,2.04,2.04,0.0,,,
[08/01/2019 14:00],154.0,2.04,2.04,2.04,0.0,,,
[08/01/2019 14:30],154.0,2.04,2.04,2.04,0.0,,,
[08/01/2019 15:00],22.0,1.37,1.37,1.37,0.0,,,
[08/01/2019 15:30],22.0,1.37,1.37,1.37,0.0,,,
[08/01/2019 16:00],22.0,1.37,1.37,1.37,0.0,,,
[08/01/2019 16:30],22.0,1.37,1.37,1.37,0.0,,,
[08/01/2019 17:00],22.0,1.37,1.37,1.37,0.0,,,
[08/01/2019 17:30],22.0,1.37,1.37,1.37,0.0,,,
[08/01/2019 18:00],22.0,1.37,1.37,1.37,0.0,,,
[08/01/2019 18:30],22.0,1.37,1.37,1.37,0.0,,,
[08/01/2019 19:00],22.0,2.12,2.12,2.12,0.0,,,
