Date (WET),DEMAND (INDO),DEMAND (ITSDO),DEMAND (NATIONAL GRID),DEMAND (ENTSOE),DEMAND FORECAST (ENTSOE),DEMAND FORECAST (NDF),DEMAND FORECAST (TSDF)
,MW,MW,MW,MW,MW,MW,MW
[28/12/2018 06:30],26333,27372,,28294,27452,25697,26721
[28/12/2018 07:00],27970,29342,,29359,30240,27282,28459
[28/12/2018 07:30],29014,30390,,29359,30240,28367,29550
[28/12/2018 08:00],30490,31541,,33490,33774,30026,30910
[28/12/2018 08:30],31945,32942,,33490,33774,31500,32487
[28/12/2018 09:00],33350,34801,,36524,36119,32721,34174
[28/12/2018 09:30],34208,35772,,36524,36119,33278,34847
[28/12/2018 10:00],34565,36082,,38372,37068,33600,35117
[28/12/2018 10:30],34827,36424,,38372,37068,33856,35436
[28/12/2018 11:00],34847,36444,,38954,37507,34167,35747
[28/12/2018 11:30],34852,36452,,38954,37507,34375,35955
[28/12/2018 12:00],34930,36529,,39135,37506,34900,36480
[28/12/2018 12:30],34969,36567,,39135,37506,34814,36394
[28/12/2018 13:00],34946,36549,,38964,37318,34715,36295
[28/12/2018 13:30],34784,36387,,38964,37318,34600,36180
[28/12/2018 14:00],34907,36508,,38465,36812,34637,36217
[28/12/2018 14:30],35346,36945,,38465,36812,34746,36326
[28/12/2018 15:00],35973,37573,,39432,36852,35205,36785
[28/12/2018 15:30],36821,38429,,39432,36852,36065,37645
[28/12/2018 16:00],37926,39535,,41341,39301,37389,38969
[28/12/2018 16:30],39290,40896,,41341,39301,39165,40745
[28/12/2018 17:00],39891,41498,,42927,39584,39800,41380
[28/12/2018 17:30],39764,41371,,42927,39584,39532,41112
[28/12/2018 18:00],39345,40954,,41982,38186,38927,40507
[28/12/2018 18:30],38749,40339,,41982,38186,37947,39512
[28/12/2018 19:00],37965,39349,,40692,36422,37124,38479
[28/12/2018 19:30],36797,38028,,40692,36422,36230,37435
[28/12/2018 20:00],35767,36789,,38879,34344,35375,36378
[28/12/2018 20:30],34247,35026,,38879,34344,33800,34564
[28/12/2018 21:00],32861,33466,,36478,31845,32417,33017
[28/12/2018 21:30],31345,31952,,36478,31845,30953,31553
[28/12/2018 22:00],29695,30431,,33117,29126,29389,30123
[28/12/2018 22:30],28199,29142,,33117,29126,27970,28907
[28/12/2018 23:00],26415,27346,,29807,26929,26363,27246
[28/12/2018 23:30],25292,25978,,29807,26929,25400,26075
[29/12/2018 00:00],24541,25208,,29023,26301,24900,25500
[29/12/2018 00:30],24601,25360,,29023,26301,25000,25605
[29/12/2018 01:00],24016,24786,,28054,25213,24471,25226
[29/12/2018 01:30],22978,23881,,28054,25213,23690,24531
[29/12/2018 02:00],22067,23234,,25929,23943,22873,23789
[29/12/2018 02:30],21457,23134,,25929,23943,22320,23744
[29/12/2018 03:00],20788,23178,,23592,22747,21698,23880
[29/12/2018 03:30],19993,22803,,23592,22747,20895,23693
[29/12/2018 04:00],19451,22282,,21851,21996,20353,23051
[29/12/2018 04:30],19081,21888,,21851,21996,20100,22785
[29/12/2018 05:00],19289,21948,,21775,22415,20163,22602
[29/12/2018 05:30],19823,22171,,21775,22415,20287,22391
[29/12/2018 06:00],20838,22914,,23973,23865,21127,22982
[29/12/2018 06:30],21832,23426,,23973,23865,21701,22889
[29/12/2018 07:00],23042,24681,,25570,25453,22602,23857
[29/12/2018 07:30],23861,25513,,25570,25453,23217,24515
[29/12/2018 08:00],25277,26103,,29106,27771,24255,24855
[29/12/2018 08:30],26593,27458,,29106,27771,25400,26000
[29/12/2018 09:00],28131,28983,,33269,30411,26857,27547
[29/12/2018 09:30],28801,29662,,33269,30411,27427,28265
[29/12/2018 10:00],29625,30690,,35326,31847,27900,28956
[29/12/2018 10:30],29869,31076,,35326,31847,28325,29520
[29/12/2018 11:00],30131,31519,,36108,32832,28832,30205
[29/12/2018 11:30],30252,31791,,36108,32832,29638,31160
[29/12/2018 12:00],30401,32001,,36163,33272,30253,31833
[29/12/2018 12:30],30300,31904,,36163,33272,30300,31880
[29/12/2018 13:00],30287,31889,,35897,33081,30398,31978
[29/12/2018 13:30],30312,31914,,35897,33081,30000,31580
[29/12/2018 14:00],30494,32096,,35399,32524,30024,31604
[29/12/2018 14:30],30778,32381,,35399,32524,30019,31599
[29/12/2018 15:00],31793,33396,,36259,33060,30453,32033
[29/12/2018 15:30],32888,34498,,36259,33060,31209,32789
[29/12/2018 16:00],34866,36484,,39435,35980,33039,34619
[29/12/2018 16:30],36768,38374,,39435,35980,34862,36442
[29/12/2018 17:00],37843,39442,,41481,36811,35993,37573
[29/12/2018 17:30],37563,39160,,41481,36811,36000,37580
[29/12/2018 18:00],37130,38735,,40519,35357,35475,37055
[29/12/2018 18:30],36411,38022,,40519,35357,35078,36658
[29/12/2018 19:00],35420,37033,,38433,33069,34102,35682
[29/12/2018 19:30],34494,36111,,38433,33069,33113,34693
[29/12/2018 20:00],34012,35598,,37104,31115,32408,33965
[29/12/2018 20:30],33304,34749,,37104,31115,31500,32918
[29/12/2018 21:00],32161,33488,,34309,29416,30609,31910
[29/12/2018 21:30],30988,32208,,34309,29416,29462,30665
[29/12/2018 22:00],29604,30985,,31592,27644,28344,29710
[29/12/2018 22:30],28458,29818,,31592,27644,27394,28736
[29/12/2018 23:00],26980,28244,,29436,25776,25984,27232
[29/12/2018 23:30],25888,27006,,29436,25776,25000,26069
[30/12/2018 00:00],25530,26455,,29114,25662,25000,25895
[30/12/2018 00:30],25753,26646,,29114,25662,25100,25964
[30/12/2018 01:00],25112,25864,,28183,24305,24675,25397
[30/12/2018 01:30],24249,25133,,28183,24305,23601,24458
[30/12/2018 02:00],23453,24557,,26163,23026,22723,23731
[30/12/2018 02:30],22955,24386,,26163,23026,22235,23657
[30/12/2018 03:00],22306,24542,,23269,21655,21790,24036
[30/12/2018 03:30],21723,24647,,23269,21655,20923,23896
[30/12/2018 04:00],21188,24575,,20843,20534,20364,23811
[30/12/2018 04:30],20950,24345,,20843,20534,20061,23513
[30/12/2018 05:00],20927,24225,,20913,20550,20000,23296
[30/12/2018 05:30],20915,24126,,20913,20550,20032,23248
[30/12/2018 06:00],21717,24780,,22190,21837,20632,23677
[30/12/2018 06:30],22195,25099,,22190,21837,21833,24721
[30/12/2018 07:00],23116,25379,,25691,23348,22852,25095
[30/12/2018 07:30],23859,25627,,25691,23348,23661,25403
[30/12/2018 08:00],25181,26367,,29170,26009,25070,26243
[30/12/2018 08:30],26558,27822,,29170,26009,26400,27650
[30/12/2018 09:00],28081,29529,,32327,29379,28048,29492
[30/12/2018 09:30],29283,30821,,32327,29379,29303,30822
[30/12/2018 10:00],30378,31825,,34753,31674,30200,31630
[30/12/2018 10:30],31013,32432,,34753,31674,30777,32176
[30/12/2018 11:00],31462,32911,,35736,32815,31173,32604
[30/12/2018 11:30],31957,33357,,35736,32815,31511,32901
[30/12/2018 12:00],32461,34003,,36861,33237,32339,33862
[30/12/2018 12:30],32510,34056,,36861,33237,32500,34028
[30/12/2018 13:00],32598,34199,,36661,33442,32416,33996
[30/12/2018 13:30],32261,33861,,36661,33442,32000,33577
[30/12/2018 14:00],32510,34032,,36584,33166,32540,34039
[30/12/2018 14:30],32696,34256,,36584,33166,32947,34486
[30/12/2018 15:00],33234,34837,,37172,34244,33541,35121
[30/12/2018 15:30],34035,35636,,37172,34244,34325,35905
[30/12/2018 16:00],35588,37199,,39702,37133,35869,37449
[30/12/2018 16:30],37023,38634,,39702,37133,37523,39103
[30/12/2018 17:00],37515,39121,,40990,37474,38000,39580
[30/12/2018 17:30],37579,39183,,40990,37474,37788,39368
[30/12/2018 18:00],36924,38529,,39955,36338,37235,38815
[30/12/2018 18:30],36076,37682,,39955,36338,36892,38472
[30/12/2018 19:00],35193,36796,,38143,34453,35856,37434
[30/12/2018 19:30],34043,35558,,38143,34453,34452,35927
[30/12/2018 20:00],33144,34474,,36336,32615,33633,34939
[30/12/2018 20:30],31904,33174,,36336,32615,32600,33849
[30/12/2018 21:00],30907,31973,,34149,30327,30997,32045
[30/12/2018 21:30],29439,30599,,34149,30327,29240,30387
[30/12/2018 22:00],28123,29487,,30985,27948,27990,29337
[30/12/2018 22:30],26728,28109,,30985,27948,27038,28392
[30/12/2018 23:00],25183,26669,,28162,25580,26028,27489
[30/12/2018 23:30],24038,25455,,28162,25580,25300,26541
[31/12/2018 00:00],23693,24867,,27670,26173,24200,25200
[31/12/2018 00:30],23911,25043,,27670,26173,23900,24818
[31/12/2018 01:00],23448,25058,,25998,24871,23407,24851
[31/12/2018 01:30],22682,24491,,25998,24871,22670,24310
[31/12/2018 02:00],22125,24311,,24089,23685,22055,24193
[31/12/2018 02:30],21645,24400,,24089,23685,21672,24244
[31/12/2018 03:00],21248,24098,,22728,22760,21184,23929
[31/12/2018 03:30],20716,23608,,22728,22760,20625,23351
[31/12/2018 04:00],20494,23327,,22195,22419,20289,22970
[31/12/2018 04:30],20354,23175,,22195,22419,20200,22869
[31/12/2018 05:00],20837,23407,,23170,23209,20582,22817
[31/12/2018 05:30],21525,23970,,23170,23209,21169,23401
[31/12/2018 06:00],23247,24986,,26919,25646,22697,24271
[31/12/2018 06:30],24466,25578,,26919,25646,24067,25007
[31/12/2018 07:00],25907,26749,,29644,28372,25764,26556
[31/12/2018 07:30],26878,27586,,29644,28372,26938,27627
[31/12/2018 08:00],28360,28971,,32633,31312,28342,28942
[31/12/2018 08:30],29805,30415,,32633,31312,29600,30200
[31/12/2018 09:00],31183,31884,,35587,33708,31111,31800
[31/12/2018 09:30],32132,32944,,35587,33708,31531,32327
[31/12/2018 10:00],33003,33966,,37796,35567,32000,32946
[31/12/2018 10:30],33059,34083,,37796,35567,32056,33059
[31/12/2018 11:00],33034,34074,,37506,36208,32129,33148
[31/12/2018 11:30],33046,34095,,37506,36208,32273,33306
[31/12/2018 12:00],33390,34480,,38510,36530,32779,33869
[31/12/2018 12:30],33619,34735,,38510,36530,33100,34219
[31/12/2018 13:00],33517,34783,,37318,36125,33214,34482
[31/12/2018 13:30],33356,34690,,37318,36125,33800,35134
[31/12/2018 14:00],33466,34782,,37124,35745,33958,35272
[31/12/2018 14:30],33508,34829,,37124,35745,34136,35456
[31/12/2018 15:00],33700,35112,,37070,35897,34462,35856
[31/12/2018 15:30],34309,35732,,37070,35897,35086,36492
[31/12/2018 16:00],35618,37187,,40352,38888,36588,38135
[31/12/2018 16:30],37048,38654,,40352,38888,38292,39872
[31/12/2018 17:00],37636,39239,,41531,39521,38700,40280
[31/12/2018 17:30],37138,38741,,41531,39521,38325,39905
[31/12/2018 18:00],36378,37982,,39960,37711,37483,39063
[31/12/2018 18:30],35138,36741,,39960,37711,36420,38000
[31/12/2018 19:00],33628,35232,,36783,34835,34959,36539
[31/12/2018 19:30],32125,33726,,36783,34835,33238,34818
[31/12/2018 20:00],30706,32308,,33897,32052,31890,33470
[31/12/2018 20:30],29218,30803,,33897,32052,30500,32063
[31/12/2018 21:00],27883,29455,,31313,29237,28988,30538
[31/12/2018 21:30],26695,28301,,31313,29237,27576,29156
[31/12/2018 22:00],25548,27437,,27361,27464,26433,28315
[31/12/2018 22:30],24929,26858,,27361,27464,25999,27881
[31/12/2018 23:00],24079,26110,,26255,26456,25177,27188
[31/12/2018 23:30],23692,25673,,26255,26456,24600,26530
[01/01/2019 00:00],23712,25183,,27091,27474,24400,25691
[01/01/2019 00:30],24315,25633,,27091,27474,24800,26091
[01/01/2019 01:00],24037,25384,,26958,26262,24700,26013
[01/01/2019 01:30],23072,24456,,26958,26262,23811,25177
[01/01/2019 02:00],22204,24255,,24546,24409,22989,25035
[01/01/2019 02:30],21874,24445,,24546,24409,22415,24970
[01/01/2019 03:00],20840,23734,,22100,22839,21652,24408
[01/01/2019 03:30],20529,23287,,22100,22839,20779,23530
[01/01/2019 04:00],20221,22970,,21038,22023,19826,22573
[01/01/2019 04:30],19990,22730,,21038,22023,19500,22243
[01/01/2019 05:00],20040,22516,,20966,22071,19544,22020
[01/01/2019 05:30],20322,22733,,20966,22071,19769,22166
[01/01/2019 06:00],21028,23439,,22076,22909,20553,22947
[01/01/2019 06:30],21491,23658,,22076,22909,20991,23198
[01/01/2019 07:00],22133,23909,,24437,23306,21550,23182
[01/01/2019 07:30],22518,24097,,24437,23306,21715,23308
[01/01/2019 08:00],23126,24557,,26060,24740,22337,23744
[01/01/2019 08:30],23871,25292,,26060,24740,23400,24807
[01/01/2019 09:00],25020,26435,,29232,27449,24554,25951
[01/01/2019 09:30],26145,27589,,29232,27449,25448,26872
[01/01/2019 10:00],27150,28491,,32294,30075,26400,27718
[01/01/2019 10:30],27989,29365,,32294,30075,27200,28561
[01/01/2019 11:00],28601,30128,,34405,32195,28564,30075
[01/01/2019 11:30],29122,30724,,34405,32195,28911,30491
[01/01/2019 12:00],29737,31339,,35372,33084,29886,31466
[01/01/2019 12:30],30088,31689,,35372,33084,30000,31580
[01/01/2019 13:00],30372,31974,,35239,33629,30400,31980
[01/01/2019 13:30],30324,31926,,35239,33629,30403,31983
[01/01/2019 14:00],30640,32241,,34961,33335,30671,32251
[01/01/2019 14:30],30986,32588,,34961,33335,30847,32427
[01/01/2019 15:00],31624,33226,,35411,34233,31460,33040
[01/01/2019 15:30],32453,34055,,35411,34233,32441,34021
[01/01/2019 16:00],34206,35811,,38348,37688,34039,35619
[01/01/2019 16:30],36242,37851,,38348,37688,36247,37827
[01/01/2019 17:00],36794,38401,,40207,38419,36995,38575
[01/01/2019 17:30],36693,38297,,40207,38419,36836,38416
[01/01/2019 18:00],36261,37872,,39338,37045,36095,37675
[01/01/2019 18:30],35556,37169,,39338,37045,35607,37187
[01/01/2019 19:00],34963,36566,,37837,35111,34643,36223
[01/01/2019 19:30],34032,35637,,37837,35111,33669,35249
[01/01/2019 20:00],33210,34814,,35942,33062,32818,34398
[01/01/2019 20:30],32072,33675,,35942,33062,31700,33280
[01/01/2019 21:00],31067,32669,,33470,30691,30817,32397
[01/01/2019 21:30],29679,31283,,33470,30691,29595,31175
[01/01/2019 22:00],28325,29932,,29501,27936,28270,29850
[01/01/2019 22:30],27087,28696,,29501,27936,27072,28652
[01/01/2019 23:00],25647,27473,,27392,25587,25661,27462
[01/01/2019 23:30],24665,26592,,27392,25587,24500,26361
[02/01/2019 00:00],24659,26669,,27266,25883,24600,26594
[02/01/2019 00:30],25191,27256,,27266,25883,24900,27037
[02/01/2019 01:00],24991,27219,,26744,25322,24736,26987
[02/01/2019 01:30],24427,26941,,26744,25322,24224,26631
[02/01/2019 02:00],24059,26827,,25652,24938,23956,26796
[02/01/2019 02:30],23925,26746,,25652,24938,23977,26745
[02/01/2019 03:00],23537,26482,,24822,24513,23822,26807
[02/01/2019 03:30],23227,26259,,24822,24513,23622,26641
[02/01/2019 04:00],23025,26043,,24459,24640,23600,26619
[02/01/2019 04:30],23145,26168,,24459,24640,23616,26640
[02/01/2019 05:00],23734,26548,,26100,26775,24158,26964
[02/01/2019 05:30],25000,27573,,26100,26775,25210,27760
[02/01/2019 06:00],27726,29199,,31733,31592,27998,29411
[02/01/2019 06:30],30001,31291,,31733,31592,30599,31872
[02/01/2019 07:00],32515,34105,,34148,35791,33636,35135
[02/01/2019 07:30],34175,35879,,34148,35791,35577,37157
[02/01/2019 08:00],36046,37651,,39173,39354,37009,38589
[02/01/2019 08:30],37470,39075,,39173,39354,38000,39580
[02/01/2019 09:00],38617,40222,,41831,41405,39221,40801
[02/01/2019 09:30],39004,40609,,41831,41405,39500,41080
[02/01/2019 10:00],39156,40760,,43437,42534,39435,41015
[02/01/2019 10:30],39152,40756,,43437,42534,39276,40856
[02/01/2019 11:00],39183,40787,,43824,43217,39089,40669
[02/01/2019 11:30],39055,40657,,43824,43217,39229,40809
[02/01/2019 12:00],39441,41041,,43979,43207,39500,41080
[02/01/2019 12:30],39649,41252,,43979,43207,39357,40937
[02/01/2019 13:00],39925,41526,,43958,42707,39400,40980
[02/01/2019 13:30],40105,41706,,43958,42707,39487,41067
[02/01/2019 14:00],40485,42085,,43937,41633,39741,41321
[02/01/2019 14:30],40980,42583,,43937,41633,39988,41568
[02/01/2019 15:00],41194,42800,,43491,42478,40529,42109
[02/01/2019 15:30],42168,43765,,43491,42478,41390,42970
[02/01/2019 16:00],43385,44985,,45909,45786,42638,44218
[02/01/2019 16:30],44369,45972,,45909,45786,44625,46205
[02/01/2019 17:00],44910,46512,,46969,47151,45170,46750
[02/01/2019 17:30],44807,46407,,46969,47151,45200,46780
[02/01/2019 18:00],44620,46217,,46482,46275,45059,46639
[02/01/2019 18:30],44245,45839,,46482,46275,44835,46415
[02/01/2019 19:00],43605,45201,,45365,44008,44298,45878
[02/01/2019 19:30],42374,43973,,45365,44008,43281,44861
[02/01/2019 20:00],41140,42738,,42567,41129,42016,43596
[02/01/2019 20:30],39497,41101,,42567,41129,40300,41880
[02/01/2019 21:00],37915,39587,,39497,37221,38643,40295
[02/01/2019 21:30],35999,37673,,39497,37221,36487,38140
[02/01/2019 22:00],34118,35792,,35660,33093,34577,36230
[02/01/2019 22:30],32231,33916,,35660,33093,32662,34315
[02/01/2019 23:00],30129,32112,,31565,29949,30643,32650
[02/01/2019 23:30],28946,31416,,31565,29949,29400,31894
[03/01/2019 00:00],28588,31110,,30662,29958,29000,31438
[03/01/2019 00:30],28859,31083,,30662,29958,29600,31795
[03/01/2019 01:00],28503,30878,,30171,29109,29385,31742
[03/01/2019 01:30],27894,30502,,30171,29109,28840,31406
[03/01/2019 02:00],27432,30776,,28410,28511,28317,31629
[03/01/2019 02:30],27215,30837,,28410,28511,28554,32027
[03/01/2019 03:00],26840,30751,,27465,27946,28299,32230
[03/01/2019 03:30],26386,30315,,27465,27946,27924,31852
[03/01/2019 04:00],26184,30098,,27020,27743,27771,31688
[03/01/2019 04:30],26264,30161,,27020,27743,27600,31504
[03/01/2019 05:00],26940,30793,,28649,29536,28188,32025
[03/01/2019 05:30],28090,31072,,28649,29536,28967,31908
[03/01/2019 06:00],30719,31962,,33517,35175,30750,31991
[03/01/2019 06:30],33146,34205,,33517,35175,33595,34665
[03/01/2019 07:00],35850,37358,,38138,40509,37235,38779
[03/01/2019 07:30],37636,39175,,38138,40509,39234,40796
[03/01/2019 08:00],39316,40992,,41579,42240,40444,42118
[03/01/2019 08:30],40598,42255,,41579,42240,40800,42452
[03/01/2019 09:00],41605,43520,,43174,44050,41315,43236
[03/01/2019 09:30],41840,43833,,43174,44050,41479,43467
[03/01/2019 10:00],41975,44089,,43877,44899,41500,43606
[03/01/2019 10:30],42114,44213,,43877,44899,41401,43507
[03/01/2019 11:00],41913,43623,,44588,45309,41437,43120
[03/01/2019 11:30],41978,43690,,44588,45309,41364,43047
[03/01/2019 12:00],42222,44053,,44457,45385,41434,43283
[03/01/2019 12:30],42018,43855,,44457,45385,41500,43349
[03/01/2019 13:00],42172,43974,,44667,45068,42000,43806
[03/01/2019 13:30],42825,44616,,44667,45068,41588,43394
[03/01/2019 14:00],43197,44807,,45432,44386,41582,43162
[03/01/2019 14:30],43311,44918,,45432,44386,41568,43148
[03/01/2019 15:00],43531,45134,,46410,45172,41772,43352
[03/01/2019 15:30],44053,45663,,46410,45172,42826,44406
[03/01/2019 16:00],44682,46289,,46912,48066,44056,45636
[03/01/2019 16:30],44572,46178,,46912,48066,45597,47177
[03/01/2019 17:00],44653,46262,,46924,48556,46000,47580
[03/01/2019 17:30],44551,46161,,46924,48556,45785,47365
[03/01/2019 18:00],44287,45897,,46742,47869,45748,47328
[03/01/2019 18:30],44434,46036,,46742,47869,45493,47073
[03/01/2019 19:00],44536,46136,,46821,46061,45110,46690
[03/01/2019 19:30],43730,45336,,46821,46061,44050,45630
[03/01/2019 20:00],42388,43995,,44356,42678,42752,44332
[03/01/2019 20:30],40960,42551,,44356,42678,41000,42564
[03/01/2019 21:00],39148,40716,,40774,38620,39320,40864
[03/01/2019 21:30],37104,38648,,40774,38620,37252,38782
[03/01/2019 22:00],35110,36711,,36435,34289,35279,36859
[03/01/2019 22:30],33096,34859,,36435,34289,33244,34974
[03/01/2019 23:00],31045,33369,,32156,30935,31127,33628
[03/01/2019 23:30],29697,32745,,32156,30935,30000,33039
[04/01/2019 00:00],29342,32426,,31076,30869,29500,32586
[04/01/2019 00:30],29634,32511,,31076,30869,30000,32802
[04/01/2019 01:00],29192,32416,,30098,30034,29585,32800
[04/01/2019 01:30],28484,31986,,30098,30034,28877,32382
[04/01/2019 02:00],27987,31556,,28939,29381,28310,31887
[04/01/2019 02:30],27812,31480,,28939,29381,28183,31866
[04/01/2019 03:00],27394,31197,,28336,28645,27785,31602
[04/01/2019 03:30],26987,30784,,28336,28645,27239,31046
[04/01/2019 04:00],26723,30549,,27843,28417,27046,30901
[04/01/2019 04:30],26885,30714,,27843,28417,27000,30843
[04/01/2019 05:00],27550,31219,,29384,30151,27547,31271
[04/01/2019 05:30],28668,31677,,29384,30151,28639,31634
[04/01/2019 06:00],31174,32918,,34588,36048,31265,32998
[04/01/2019 06:30],33769,35092,,34588,36048,33893,35273
[04/01/2019 07:00],36580,38251,,39130,41687,36925,38582
[04/01/2019 07:30],38567,40244,,39130,41687,38835,40515
[04/01/2019 08:00],40187,41563,,42987,43608,40277,41597
[04/01/2019 08:30],41393,42626,,42987,43608,40800,41966
[04/01/2019 09:00],42392,43457,,45552,45593,41741,42855
[04/01/2019 09:30],42629,43692,,45552,45593,42000,43114
[04/01/2019 10:00],42620,43682,,46698,46165,41665,42715
[04/01/2019 10:30],42477,43541,,46698,46165,42131,43181
[04/01/2019 11:00],42410,43477,,46668,46489,41920,42970
[04/01/2019 11:30],42437,43504,,46668,46489,41845,42895
[04/01/2019 12:00],42494,43558,,47232,46277,42007,43057
[04/01/2019 12:30],42385,43449,,47232,46277,42189,43239
[04/01/2019 13:00],42214,43277,,46286,45133,42500,43550
[04/01/2019 13:30],42172,43233,,46286,45133,43166,44216
[04/01/2019 14:00],42397,43465,,45709,43865,43568,44618
[04/01/2019 14:30],42421,43484,,45709,43865,43720,44770
[04/01/2019 15:00],42851,43913,,45730,44244,43963,45013
[04/01/2019 15:30],43380,44449,,45730,44244,44491,45541
[04/01/2019 16:00],43342,44417,,46470,46760,45174,46224
[04/01/2019 16:30],44403,45472,,46470,46760,45076,46126
