Date (WET),Derated Margin,Derated Margin (HR M-2),Derated Margin (HR M-4),Derated Margin (HR M-8),Derated Margin (Noon 0),Derated Margin (Noon 1),System Sell Price (SSP),System Buy Price (SBP),STOR Window,LOLP (Noon 0),LOLP (Noon 1),LOLP (HR M-8),LOLP (HR M-4),LOLP (HR M-2),LOLP (Loss of Load Probability),NIV (Net Imbalance Volume),Non-BM STOR Generation
,MW,MW,MW,MW,MW,MW,GBP/MWh,GBP/MWh,,%,%,%,%,%,%,MW,MW
[21/01/2018 00:00],14102.97,13981.79,14406.05,14950.30,14054.63,12574.68,59.67,59.67,0.28,0.00,0.00,0.00,0.00,0.00,0.00,209.94,97.90
[22/01/2018 00:00],16047.46,16114.93,16028.80,15910.69,14702.10,13781.67,40.40,40.40,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-579.20,0.00
[23/01/2018 00:00],18245.32,18436.72,18840.82,19198.46,18102.24,17370.88,38.93,38.93,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-524.82,0.00
[24/01/2018 00:00],17633.15,17936.99,18365.74,18924.90,18690.00,28182.48,56.18,56.18,0.48,0.00,0.00,0.00,0.00,0.00,0.00,521.56,106.38
[25/01/2018 00:00],15128.30,15363.78,15824.64,16309.26,15478.20,8134.14,56.21,56.21,0.48,0.00,0.00,0.00,0.00,0.00,0.00,104.62,74.56
[26/01/2018 00:00],12250.43,12532.00,12870.78,13330.17,12112.87,11796.53,43.57,43.57,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-526.68,28.10
[27/01/2018 00:00],18890.46,19027.73,19239.39,19650.98,19557.18,19511.02,40.60,40.60,0.48,0.00,0.00,0.00,0.00,0.00,0.00,-299.42,0.00
[28/01/2018 00:00],20166.70,20327.23,20563.12,21037.24,20998.62,21767.94,44.98,44.98,0.28,0.00,0.00,0.00,0.00,0.00,0.00,-147.96,13.26
[29/01/2018 00:00],17469.03,18010.39,17887.63,18537.30,17259.61,17338.06,38.77,38.77,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-290.06,81.92
[30/01/2018 00:00],14817.89,14987.73,15390.18,16035.25,15648.53,17217.16,50.46,50.46,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-108.16,107.30
[31/01/2018 00:00],19656.96,19731.59,19928.55,20628.18,19518.82,19494.78,51.81,51.81,0.46,0.00,0.00,0.00,0.00,0.00,0.00,247.40,111.38
[01/02/2018 00:00],18772.88,18988.42,19406.83,20274.29,19763.17,18928.36,46.81,46.81,0.46,0.00,0.00,0.00,0.00,0.00,0.00,9.44,69.22
[02/02/2018 00:00],14511.45,14828.96,15233.47,15745.19,14459.17,13777.29,56.90,56.90,0.46,0.00,0.00,0.00,0.00,0.00,0.00,181.48,118.18
[03/02/2018 00:00],13785.64,14077.70,14431.12,14862.27,12566.68,10858.51,48.97,48.97,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-129.10,60.34
[04/02/2018 00:00],16508.31,15948.80,16177.94,17160.87,16236.93,13833.28,51.27,51.27,0.26,0.00,0.00,0.00,0.00,0.00,0.00,-72.00,67.14
[05/02/2018 00:00],13190.46,13327.44,13517.12,13801.97,13636.57,13446.05,43.75,43.75,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-277.32,32.92
[06/02/2018 00:00],13783.58,13992.79,14321.51,14687.27,13996.63,12996.23,48.45,48.45,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-98.64,73.22
[07/02/2018 00:00],11249.27,11494.46,11740.52,12284.75,12674.62,14248.12,48.60,48.60,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-217.80,31.14
[08/02/2018 00:00],12801.41,13018.88,13184.49,13320.56,13591.54,14108.37,46.35,46.35,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-314.84,0.00
[09/02/2018 00:00],16456.42,16669.51,17314.00,18521.64,18389.45,18159.77,57.92,57.92,0.46,0.00,0.00,0.00,0.00,0.00,0.00,121.88,129.10
[10/02/2018 00:00],18670.14,18891.87,19070.64,19271.39,19008.90,18720.97,52.45,52.44,0.46,0.00,0.00,0.00,0.00,0.00,0.00,63.70,69.72
[11/02/2018 00:00],22522.80,22508.70,22563.72,23034.78,22283.16,21384.15,48.05,48.05,0.26,0.00,0.00,0.00,0.00,0.00,0.00,-66.32,30.92
[12/02/2018 00:00],18806.98,19009.47,19290.11,19587.95,18730.14,19019.32,43.22,43.21,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-425.88,7.00
[13/02/2018 00:00],18414.85,18491.42,18638.15,18981.43,17535.72,16128.48,54.91,54.91,0.46,0.00,0.00,0.00,0.00,0.00,0.00,142.28,60.02
[14/02/2018 00:00],19844.55,20015.25,20180.78,20157.52,18351.37,17147.78,54.13,54.13,0.46,0.00,0.00,0.00,0.00,0.00,0.00,201.90,79.14
[15/02/2018 00:00],20800.83,20996.00,20999.67,21395.62,21014.28,20162.11,45.75,45.74,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-294.38,23.92
[16/02/2018 00:00],17360.27,17525.35,17763.92,18345.29,17405.25,17577.61,45.78,45.78,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-393.76,95.14
[17/02/2018 00:00],16771.37,16786.38,16933.87,17174.57,16244.68,14434.87,47.97,47.96,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-319.68,52.10
[18/02/2018 00:00],15420.06,15511.23,15648.42,16098.67,15568.79,13095.47,50.31,50.30,0.26,0.00,0.00,0.00,0.00,0.00,0.00,-259.42,12.44
[19/02/2018 00:00],12961.84,13169.66,13259.73,12981.28,11852.39,11337.91,49.09,49.09,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-376.82,0.00
[20/02/2018 00:00],17725.15,17782.73,18000.13,18090.35,16559.50,15026.09,46.80,46.80,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-678.08,9.80
[21/02/2018 00:00],14653.08,14962.17,15321.90,15717.95,14492.77,13104.64,53.59,53.59,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-181.32,138.56
[22/02/2018 00:00],17506.28,17709.71,18020.42,18577.17,17147.37,16052.35,50.08,50.08,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-672.76,43.26
[23/02/2018 00:00],21682.30,21779.06,22087.30,22219.94,21707.91,21174.12,52.67,52.66,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-390.82,13.14
[24/02/2018 00:00],24841.16,24929.46,25296.62,25900.08,26184.08,26043.12,45.81,45.81,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-789.70,42.42
[25/02/2018 00:00],21976.56,22093.59,22358.03,22957.53,24191.52,22901.90,36.70,36.69,0.26,0.00,0.00,0.00,0.00,0.00,0.00,-590.26,7.56
[26/02/2018 00:00],17604.25,17904.82,18449.36,19221.21,17582.56,16031.52,50.89,50.89,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-298.40,101.18
[27/02/2018 00:00],15483.41,15792.75,16218.99,16882.42,17515.07,17516.86,75.82,75.82,0.46,0.00,0.00,0.00,0.00,0.00,0.00,247.62,13.26
[28/02/2018 00:00],17532.29,18035.88,18674.38,19245.68,20524.70,20316.18,121.60,121.60,0.46,0.00,0.00,0.00,0.00,0.00,0.00,755.74,170.46
[01/03/2018 00:00],14439.62,15221.10,16939.40,19437.42,18855.43,21828.97,287.23,287.23,0.46,0.00,0.00,0.00,0.00,0.00,0.00,1204.36,159.64
[02/03/2018 00:00],17453.09,17697.86,17798.07,18021.15,17526.47,18371.86,164.42,164.41,0.46,0.00,0.00,0.00,0.00,0.00,0.00,124.52,46.26
[03/03/2018 00:00],20608.31,20804.03,21023.11,21330.32,19992.55,19723.11,141.74,141.74,0.46,0.00,0.00,0.00,0.00,0.00,0.00,370.82,172.98
[04/03/2018 00:00],18126.55,18393.27,18828.83,19338.38,18157.22,16968.23,83.81,83.81,0.26,0.00,0.00,0.00,0.00,0.00,0.00,558.76,13.14
[05/03/2018 00:00],14698.15,14875.70,15113.26,15712.37,15066.83,14535.62,57.59,57.58,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-214.74,47.22
[06/03/2018 00:00],14810.08,15160.67,15550.27,16541.24,15326.29,15653.40,66.96,66.95,0.46,0.00,0.00,0.00,0.00,0.00,0.00,330.88,43.22
[07/03/2018 00:00],13786.08,13948.13,14183.91,14667.68,13486.49,15196.47,56.81,56.81,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-25.60,69.60
[08/03/2018 00:00],13594.24,13819.90,14200.24,14895.13,13932.97,16037.88,53.19,53.19,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-151.06,118.06
[09/03/2018 00:00],12290.49,12509.86,12695.89,12814.45,12086.13,13820.25,52.27,52.26,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-125.84,74.10
[10/03/2018 00:00],15206.19,15385.51,15808.11,16522.82,16049.17,15814.88,50.11,50.11,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-205.84,75.68
[11/03/2018 00:00],13908.94,13945.68,13760.11,13204.59,12952.49,11601.22,48.89,48.89,0.26,0.00,0.00,0.00,0.00,0.00,0.00,-492.78,0.00
[12/03/2018 00:00],13900.10,14116.56,14340.54,14319.52,13547.36,12291.26,58.69,58.69,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-274.10,33.42
[13/03/2018 00:00],16066.76,16303.62,16584.03,17035.06,16519.72,14816.13,55.04,55.04,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-531.06,64.02
[14/03/2018 00:00],22961.69,23072.62,23297.96,23809.11,24387.17,24891.11,46.23,46.23,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-421.02,20.22
[15/03/2018 00:00],21688.39,22009.85,22612.82,23355.85,23256.21,23779.63,58.10,58.09,0.46,0.00,0.00,0.00,0.00,0.00,0.00,76.26,76.80
[16/03/2018 00:00],21460.26,21671.71,21910.66,22646.49,23958.85,24617.38,56.17,56.17,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-172.02,69.72
[17/03/2018 00:00],21430.34,21618.03,22168.40,23228.62,23829.35,25256.55,52.94,52.94,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-32.28,128.98
[18/03/2018 00:00],18523.73,18727.38,18946.12,19431.29,20661.99,21176.55,66.25,66.25,0.26,0.00,0.00,0.00,0.00,0.00,0.00,562.60,113.72
[19/03/2018 00:00],18129.48,18286.16,18639.37,18791.65,19024.79,19114.14,48.40,48.40,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-652.66,0.00
[20/03/2018 00:00],16151.70,16842.24,16936.63,17980.25,17254.37,16941.31,55.60,55.60,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-39.12,75.40
[21/03/2018 00:00],17618.83,17659.88,17927.36,18360.56,19934.47,19401.03,48.71,48.71,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-676.90,30.10
[22/03/2018 00:00],18208.90,18322.02,18399.52,18874.32,15800.74,28934.96,46.96,46.95,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-543.36,36.80
[23/03/2018 00:00],18035.20,18248.35,18918.81,19770.77,19919.97,15257.39,48.11,48.11,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-370.40,46.34
[24/03/2018 00:00],12069.24,12169.81,12348.89,12863.61,12781.71,12620.92,46.93,46.92,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-378.22,43.50
[25/03/2018 00:00],17871.04,18002.37,18173.65,18661.57,17265.65,16412.43,80.51,80.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,524.02,34.00
[26/03/2018 00:00],13561.44,13657.71,13766.97,14243.96,13511.95,13370.30,45.27,45.26,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-755.92,35.84
[27/03/2018 00:00],15113.41,15326.05,15801.52,16726.64,16879.03,17477.60,56.94,56.94,0.46,0.00,0.00,0.00,0.00,0.00,0.00,244.04,112.68
[28/03/2018 00:00],10711.78,10813.04,10935.75,11524.85,10338.83,13907.86,46.15,46.14,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-497.08,79.30
[29/03/2018 00:00],11846.09,12071.54,12570.56,13608.49,12590.90,14377.72,53.30,53.30,0.46,0.00,0.00,0.00,0.00,0.00,0.00,-146.82,12.18
[30/03/2018 00:00],14656.42,14778.36,15068.77,15811.79,15862.26,17559.78,65.69,65.68,0.46,0.00,0.00,0.00,0.00,0.00,0.00,251.22,139.96
[31/03/2018 00:00],14022.10,14072.05,14231.40,15041.72,14422.91,14430.41,67.24,67.24,0.46,0.00,0.00,0.00,0.00,0.00,0.00,430.74,159.72
[01/04/2018 00:00],12163.40,12275.12,12385.94,12832.62,12484.63,11467.90,64.14,64.13,0.26,0.00,0.00,0.00,0.00,0.00,0.00,309.76,122.88
[02/04/2018 00:00],16840.81,16933.76,17191.25,17662.12,17145.31,14949.47,62.36,62.36,0.26,0.00,0.00,0.00,0.00,0.00,0.00,295.44,40.86
[03/04/2018 00:00],14800.54,15022.41,15232.69,15691.36,14488.45,13532.52,52.22,52.21,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-210.44,49.56
[04/04/2018 00:00],13817.76,14015.46,14291.94,14757.32,14722.03,15583.20,46.16,46.15,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-399.12,23.46
[05/04/2018 00:00],12634.33,12736.39,12984.64,13575.07,13884.37,13659.66,41.50,41.50,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-508.32,40.48
[06/04/2018 00:00],15379.85,15492.34,15863.63,16678.19,16799.74,16540.58,39.49,39.48,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-549.46,53.30
[07/04/2018 00:00],10430.45,10523.06,10584.98,10829.87,11052.64,11293.10,47.65,47.65,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-233.02,69.38
[08/04/2018 00:00],8762.30,8866.93,9080.94,9651.55,8939.95,8411.28,53.79,53.78,0.26,0.00,0.00,0.00,0.00,0.00,0.00,-3.86,91.22
[09/04/2018 00:00],7829.92,8038.58,8310.35,8835.48,7552.44,7167.59,62.67,62.66,0.40,0.00,0.00,0.00,0.00,0.00,0.00,29.66,112.10
[10/04/2018 00:00],11552.94,11824.44,12191.88,13342.00,13330.28,13510.36,61.53,61.54,0.40,0.00,0.00,0.00,0.00,0.00,0.00,486.10,58.96
[11/04/2018 00:00],10217.38,10420.65,10543.58,10933.08,11477.60,12734.59,77.14,77.14,0.40,0.00,0.00,0.00,0.00,0.00,0.00,596.62,128.68
[12/04/2018 00:00],11294.09,11550.63,11856.88,12421.66,12336.76,13243.15,70.26,70.27,0.40,0.00,0.00,0.00,0.00,0.00,0.00,278.32,162.68
[13/04/2018 00:00],8398.30,8613.81,8806.70,9474.41,8830.90,9411.00,73.79,73.80,0.40,0.00,0.00,0.00,0.00,0.00,0.00,26.78,125.52
[14/04/2018 00:00],13199.33,13236.88,13355.97,13716.01,13279.86,12084.70,37.20,37.20,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-1189.18,0.00
[15/04/2018 00:00],14278.68,14386.58,14730.29,15480.85,15715.00,16524.25,52.17,52.17,0.26,0.00,0.00,0.00,0.00,0.00,0.00,2.44,196.48
[16/04/2018 00:00],14379.54,14537.22,15010.59,15743.88,15322.65,16344.67,39.87,39.87,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-922.02,23.22
[17/04/2018 00:00],16778.07,16920.09,17256.61,17983.16,18421.34,18377.48,39.75,39.76,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-525.12,79.98
[18/04/2018 00:00],16175.40,16423.01,16847.69,17330.66,17211.56,17281.66,42.84,42.85,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-282.78,43.02
[19/04/2018 00:00],13312.70,13487.62,13879.12,14726.83,14535.23,14077.34,52.35,52.36,0.40,0.00,0.00,0.00,0.00,0.00,0.00,109.88,161.64
[20/04/2018 00:00],11568.48,11646.95,12163.68,12793.83,12150.40,12366.28,38.14,38.15,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-927.86,20.98
[21/04/2018 00:00],13488.91,13526.87,13574.65,14174.58,14555.78,15580.93,41.79,41.80,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-589.02,14.76
[22/04/2018 00:00],15141.70,15141.94,15267.57,15927.82,16490.66,17367.79,40.99,40.99,0.26,0.00,0.00,0.00,0.00,0.00,0.00,-350.96,87.84
[23/04/2018 00:00],15572.00,15694.40,15831.33,16395.37,15927.06,16497.65,29.23,29.24,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-1010.16,66.30
[24/04/2018 00:00],11808.76,12010.37,12115.61,12139.83,12224.89,11539.53,44.68,44.68,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-776.96,42.38
[25/04/2018 00:00],14598.05,14700.89,14918.14,15250.18,14022.36,13938.57,47.27,47.27,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-338.92,59.68
[26/04/2018 00:00],16848.58,16819.17,17020.10,17640.72,17021.19,15413.24,32.19,32.20,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-760.28,42.52
[27/04/2018 00:00],9664.93,9910.56,10039.88,10236.91,9839.42,11174.37,49.68,49.68,0.40,0.00,0.00,0.00,0.00,0.00,0.00,-287.88,77.98
[28/04/2018 00:00],11002.13,11185.13,11416.31,11973.78,11405.72,11987.90,61.24,61.25,0.40,0.00,0.00,0.00,0.00,0.00,0.00,80.72,0.00
[29/04/2018 00:00],12215.05,12410.87,12764.73,13393.06,13582.99,14119.50,60.07,60.07,0.26,0.00,0.00,0.00,0.00,0.00,0.00,67.14,103.40
[30/04/2018 00:00],11420.88,11429.52,11434.04,12179.00,12491.23,13478.47,50.54,50.54,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-252.02,36.84
[01/05/2018 00:00],15111.39,15154.87,15259.53,15701.64,15061.89,15682.47,45.72,45.72,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-379.06,108.52
[02/05/2018 00:00],14521.84,14496.15,14499.46,15141.17,14677.80,14518.32,50.55,50.55,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-208.24,95.52
[03/05/2018 00:00],12797.88,12932.93,13080.09,13424.31,12632.66,11947.94,51.61,51.61,0.51,0.00,0.00,0.00,0.00,0.00,0.00,20.04,143.46
[04/05/2018 00:00],11549.56,11602.38,11692.11,11876.37,11836.94,12001.69,43.53,43.53,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-266.66,51.94
[05/05/2018 00:00],15117.93,15106.16,15193.45,15675.53,14650.48,14453.21,35.98,35.98,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-507.52,89.40
[06/05/2018 00:00],14742.14,14832.69,15059.92,15386.05,14129.97,13210.21,33.52,33.52,0.24,0.00,0.00,0.00,0.00,0.00,0.00,-353.50,82.56
[07/05/2018 00:00],13513.55,13615.87,14001.91,14749.44,13566.44,13394.38,48.43,48.43,0.24,0.00,0.00,0.00,0.00,0.00,0.00,63.80,184.44
[08/05/2018 00:00],11396.80,11481.37,11631.96,12216.71,11175.11,10544.25,43.80,43.80,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-408.76,12.14
[09/05/2018 00:00],12213.85,12273.25,12454.26,12695.45,11562.34,11602.85,42.64,42.64,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-334.40,51.50
[10/05/2018 00:00],12660.76,12626.48,12715.35,13194.04,12906.29,12364.31,39.81,39.81,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-843.10,26.68
[11/05/2018 00:00],15155.63,15030.79,15078.07,15532.72,14841.75,16622.03,46.28,46.28,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-287.20,113.42
[12/05/2018 00:00],11742.78,11858.87,12080.70,12671.90,12438.84,10683.78,54.85,54.85,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-50.94,103.90
[13/05/2018 00:00],12967.69,13017.34,13138.35,13538.36,12735.30,11753.02,42.73,42.73,0.24,0.00,0.00,0.00,0.00,0.00,0.00,-558.92,41.18
[14/05/2018 00:00],12020.30,12047.53,12111.15,12538.96,11646.73,10854.24,45.08,45.08,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-613.68,0.00
[15/05/2018 00:00],11592.69,11726.41,11945.39,12258.00,11645.40,11256.03,56.78,56.78,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-49.24,66.10
[16/05/2018 00:00],11345.30,11388.67,11428.53,11800.43,11719.98,11624.94,42.45,42.45,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-478.08,0.00
[17/05/2018 00:00],12048.96,12126.52,12231.24,12959.45,11362.00,10553.89,49.42,49.42,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-209.34,76.44
[18/05/2018 00:00],10221.15,10306.44,10399.80,10509.96,9752.89,9175.55,44.66,44.66,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-403.04,27.26
[19/05/2018 00:00],13312.93,13431.81,13730.81,14618.67,13678.99,13765.63,43.76,43.76,0.51,0.00,0.00,0.00,0.00,0.00,0.00,-270.70,86.60
[20/05/2018 00:00],16190.79,16302.85,16714.68,17281.80,16219.80,14570.82,55.96,55.96,0.23,0.00,0.00,0.00,0.00,0.00,0.00,93.98,170.36
[21/05/2018 00:00],11475.01,11690.53,11869.22,12482.63,11042.13,9845.50,53.79,53.79,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-58.72,92.68
[22/05/2018 00:00],13122.64,13269.84,13832.44,14587.28,13261.63,11264.62,41.28,41.28,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-624.34,0.00
[23/05/2018 00:00],14068.35,14131.26,14290.25,14740.91,13497.34,12046.44,60.20,60.20,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-80.78,105.94
[24/05/2018 00:00],12129.71,12307.79,12478.59,13099.91,11477.09,10377.33,58.14,58.14,0.50,0.00,0.00,0.00,0.00,0.00,0.00,18.64,21.10
[25/05/2018 00:00],11543.01,11602.53,11689.72,12146.53,11321.70,10842.22,61.11,61.11,0.50,0.00,0.00,0.00,0.00,0.00,0.00,32.06,14.68
[26/05/2018 00:00],18138.35,18237.50,18420.21,19147.46,17396.93,17444.74,46.49,46.49,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-188.52,68.18
[27/05/2018 00:00],18621.90,18754.26,19309.47,20714.27,19652.48,19598.27,49.10,49.10,0.23,0.00,0.00,0.00,0.00,0.00,0.00,-77.60,120.44
[28/05/2018 00:00],14313.46,14426.49,14612.63,15031.32,14164.15,12772.67,54.44,54.44,0.23,0.00,0.00,0.00,0.00,0.00,0.00,-125.06,116.80
[29/05/2018 00:00],14316.14,14463.75,14739.61,15533.03,15296.57,14344.70,57.53,57.53,0.50,0.00,0.00,0.00,0.00,0.00,0.00,29.72,70.76
[30/05/2018 00:00],10554.73,10693.94,10927.24,11693.10,10810.82,10271.39,76.35,76.35,0.50,0.00,0.00,0.00,0.00,0.00,0.00,323.06,179.22
[31/05/2018 00:00],10805.26,11051.94,11317.85,11765.71,10477.32,9806.99,59.42,59.42,0.50,0.00,0.00,0.00,0.00,0.00,0.00,60.66,80.56
[01/06/2018 00:00],11406.27,11571.48,11773.67,12249.29,11170.73,9854.43,51.33,51.33,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-28.26,81.30
[02/06/2018 00:00],12552.29,12677.93,12841.57,13631.36,12248.77,11362.37,60.00,60.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,104.80,27.10
[03/06/2018 00:00],13933.28,14018.96,14157.05,14626.00,12908.73,11400.30,64.16,64.16,0.23,0.00,0.00,0.00,0.00,0.00,0.00,343.26,8.26
[04/06/2018 00:00],11184.06,11319.93,11635.71,11931.97,10593.29,9227.73,55.30,55.30,0.50,0.00,0.00,0.00,0.00,0.00,0.00,32.04,195.64
[05/06/2018 00:00],11495.06,11752.13,12060.91,12657.65,12018.04,10279.69,52.27,52.27,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-267.06,4.26
[06/06/2018 00:00],10705.44,10885.65,11168.61,11611.46,10827.42,14939.26,47.44,47.44,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-210.54,121.56
[07/06/2018 00:00],10364.96,10556.14,10817.02,11312.49,10684.20,6144.89,54.87,54.87,0.50,0.00,0.00,0.00,0.00,0.00,0.00,90.88,259.72
[08/06/2018 00:00],9509.61,9590.51,9772.92,10249.19,9420.86,8431.95,57.74,57.74,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-53.56,53.42
[09/06/2018 00:00],12518.62,12712.80,12999.81,13441.26,11688.43,10208.84,46.20,46.20,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-336.12,54.50
[10/06/2018 00:00],13628.13,13716.63,13864.73,14308.70,12780.69,11120.86,53.04,53.04,0.23,0.00,0.00,0.00,0.00,0.00,0.00,-133.32,126.48
[11/06/2018 00:00],11549.60,11720.49,11912.86,12239.89,11962.69,11122.69,46.01,46.01,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-335.28,40.80
[12/06/2018 00:00],10590.72,10815.08,11106.48,11477.70,10026.91,8847.53,51.83,51.83,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-78.38,108.88
[13/06/2018 00:00],12296.90,12567.88,12856.94,13284.66,12461.58,12281.65,47.94,47.93,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-288.12,35.26
[14/06/2018 00:00],16329.81,16313.45,16511.12,16858.59,17423.99,17389.02,44.40,44.40,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-12.12,51.46
[15/06/2018 00:00],11985.11,12100.61,12204.41,12864.72,12972.24,11929.04,60.43,60.43,0.50,0.00,0.00,0.00,0.00,0.00,0.00,157.24,199.42
[16/06/2018 00:00],13536.13,13653.79,14000.90,14771.13,15012.33,14808.88,44.77,44.77,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-313.14,0.00
[17/06/2018 00:00],14255.04,14380.65,14435.67,14894.98,14140.65,13237.30,48.31,48.31,0.23,0.00,0.00,0.00,0.00,0.00,0.00,-149.08,0.00
[18/06/2018 00:00],15524.62,15697.68,16018.09,16826.34,15773.26,16105.11,46.32,46.32,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-387.86,12.18
[19/06/2018 00:00],10610.68,10769.03,10985.74,11165.28,12149.14,11806.95,66.22,66.22,0.50,0.00,0.00,0.00,0.00,0.00,0.00,322.16,105.88
[20/06/2018 00:00],13310.82,13486.73,13844.98,14154.78,13022.83,12495.39,59.35,59.35,0.50,0.00,0.00,0.00,0.00,0.00,0.00,344.32,44.34
[21/06/2018 00:00],17162.05,17260.84,17557.92,17903.48,17506.55,15777.90,39.98,39.98,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-610.20,34.88
[22/06/2018 00:00],12890.11,13192.16,13576.12,14184.88,13956.39,14311.62,49.63,49.63,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-267.88,80.68
[23/06/2018 00:00],12831.04,13004.32,13361.48,13971.93,13621.27,12582.97,50.78,50.78,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-108.34,0.00
[24/06/2018 00:00],12269.75,12376.54,12557.79,13073.24,13490.53,12323.61,50.07,50.07,0.23,0.00,0.00,0.00,0.00,0.00,0.00,-160.14,36.46
[25/06/2018 00:00],9676.82,9863.71,10391.58,11021.15,10369.86,9298.03,52.92,52.92,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-123.94,29.76
[26/06/2018 00:00],8622.81,8938.33,9360.28,9798.01,10233.62,9718.82,63.84,63.83,0.50,0.00,0.00,0.00,0.00,0.00,0.00,117.60,62.54
[27/06/2018 00:00],9424.18,9447.03,9838.67,10442.00,10075.87,9425.87,48.32,48.32,0.50,0.00,0.00,0.00,0.00,0.00,0.00,-340.96,10.38
