Date (WET),DAY AHEAD NTC (to Great Britain),DAY AHEAD NTC (from Great Britain),BE to GB (from Belgium),FR to GB (from France),ISEM to GB (from ISEM),NL to GB (from Netherlands),NO to GB (from Norway),GB to BE (to Belgium),GB to FR (to France),GB to ISEM (to ISEM),GB to NL (to Netherlands),GB to NO (to Norway),NET IMPORT
,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW
[26/10/2018 13:30],,,,2018,51,1025,,,0,0,0,,-153
[26/10/2018 14:00],,,,2016,168,1025,,,0,0,0,,-160
[26/10/2018 14:30],,,,2016,168,1025,,,0,0,0,,-160
[26/10/2018 15:00],,,,1153,313,1023,,,0,0,0,,54
[26/10/2018 15:30],,,,1153,313,1023,,,0,0,0,,54
[26/10/2018 16:00],,,,815,183,723,,,0,0,0,,1295
[26/10/2018 16:30],,,,815,183,723,,,0,0,0,,1295
[26/10/2018 17:00],,,,554,32,1082,,,0,0,0,,2289
[26/10/2018 17:30],,,,554,32,1082,,,0,0,0,,2289
[26/10/2018 18:00],,,,1431,0,1086,,,0,0,0,,2245
[26/10/2018 18:30],,,,1431,0,1086,,,0,0,0,,2245
[26/10/2018 19:00],,,,1612,0,1086,,,0,-2,0,,2698
[26/10/2018 19:30],,,,1612,0,1086,,,0,-2,0,,2698
[26/10/2018 20:00],,,,1614,0,1085,,,0,-9,0,,1379
[26/10/2018 20:30],,,,1614,0,1085,,,0,-9,0,,1379
[26/10/2018 21:00],,,,1614,0,1025,,,0,0,0,,1274
[26/10/2018 21:30],,,,1614,0,1025,,,0,0,0,,1274
[26/10/2018 22:00],,,,1614,0,923,,,0,0,0,,643
[26/10/2018 22:30],,,,1614,0,923,,,0,0,0,,643
[26/10/2018 23:00],,,,1614,0,725,,,0,0,0,,1636
[26/10/2018 23:30],,,,1614,0,725,,,0,0,0,,1636
[27/10/2018 00:00],,,,1614,31,675,,,0,0,0,,1498
[27/10/2018 00:30],,,,1614,31,675,,,0,0,0,,1498
[27/10/2018 01:00],,,,1661,18,674,,,0,0,0,,1490
[27/10/2018 01:30],,,,1661,18,674,,,0,0,0,,1490
[27/10/2018 02:00],,,,1963,8,674,,,0,0,0,,1405
[27/10/2018 02:30],,,,1963,8,674,,,0,0,0,,1405
[27/10/2018 03:00],,,,2017,0,674,,,0,0,0,,1386
[27/10/2018 03:30],,,,2017,0,674,,,0,0,0,,1386
[27/10/2018 04:00],,,,2017,13,525,,,0,0,0,,1218
[27/10/2018 04:30],,,,2017,13,525,,,0,0,0,,1218
[27/10/2018 05:00],,,,2016,161,336,,,0,0,0,,1219
[27/10/2018 05:30],,,,2016,161,336,,,0,0,0,,1219
[27/10/2018 06:00],,,,2016,382,241,,,0,0,0,,1199
[27/10/2018 06:30],,,,2016,382,241,,,0,0,0,,1199
[27/10/2018 07:00],,,,2016,226,910,,,0,0,0,,1532
[27/10/2018 07:30],,,,2016,226,910,,,0,0,0,,1532
[27/10/2018 08:00],,,,2016,51,962,,,0,0,0,,883
[27/10/2018 08:30],,,,2016,51,962,,,0,0,0,,883
[27/10/2018 09:00],,,,2016,0,1023,,,0,0,0,,1445
[27/10/2018 09:30],,,,2016,0,1023,,,0,0,0,,1445
[27/10/2018 10:00],,,,2017,0,1023,,,0,0,0,,1288
[27/10/2018 10:30],,,,2017,0,1023,,,0,0,0,,1288
[27/10/2018 11:00],,,,2016,33,1024,,,0,0,0,,1360
[27/10/2018 11:30],,,,2016,33,1024,,,0,0,0,,1360
[27/10/2018 12:00],,,,2016,167,1024,,,0,0,0,,1457
[27/10/2018 12:30],,,,2016,167,1024,,,0,0,0,,1457
[27/10/2018 13:00],,,,2016,235,1024,,,0,0,0,,1248
[27/10/2018 13:30],,,,2016,235,1024,,,0,0,0,,1248
[27/10/2018 14:00],,,,2017,291,1024,,,0,0,0,,1265
[27/10/2018 14:30],,,,2017,291,1024,,,0,0,0,,1265
[27/10/2018 15:00],,,,2016,427,1022,,,0,0,0,,2343
[27/10/2018 15:30],,,,2016,427,1022,,,0,0,0,,2343
[27/10/2018 16:00],,,,2010,359,647,,,0,0,0,,2964
[27/10/2018 16:30],,,,2010,359,647,,,0,0,0,,2964
[27/10/2018 17:00],,,,903,141,1080,,,0,0,0,,3141
[27/10/2018 17:30],,,,903,141,1080,,,0,0,0,,3141
[27/10/2018 18:00],,,,1914,0,1085,,,0,-31,0,,2799
[27/10/2018 18:30],,,,1914,0,1085,,,0,-31,0,,2799
[27/10/2018 19:00],,,,1818,0,1085,,,0,0,0,,2841
[27/10/2018 19:30],,,,1818,0,1085,,,0,0,0,,2841
[27/10/2018 20:00],,,,1818,0,1085,,,0,-12,0,,2184
[27/10/2018 20:30],,,,1818,0,1085,,,0,-12,0,,2184
[27/10/2018 21:00],,,,1818,0,1024,,,0,0,0,,1839
[27/10/2018 21:30],,,,1818,0,1024,,,0,0,0,,1839
[27/10/2018 22:00],,,,1818,0,1024,,,0,0,0,,1607
[27/10/2018 22:30],,,,1818,0,1024,,,0,0,0,,1607
[27/10/2018 23:00],,,,1817,0,973,,,0,0,0,,2186
[27/10/2018 23:30],,,,1817,0,973,,,0,0,0,,2186
[28/10/2018 00:00],,,,1813,0,826,,,0,0,0,,2217
[28/10/2018 00:30],,,,1813,0,826,,,0,0,0,,2217
[28/10/2018 01:00],,,,0,0,825,,,-74,0,0,,642
[28/10/2018 01:30],,,,0,0,825,,,-74,0,0,,642
[28/10/2018 01:00],,,,0,0,825,,,-1477,0,0,,2266
[28/10/2018 01:30],,,,0,0,825,,,-1477,0,0,,2266
[28/10/2018 02:00],,,,0,0,825,,,-1566,0,0,,2161
[28/10/2018 02:30],,,,0,0,825,,,-1566,0,0,,2161
[28/10/2018 03:00],,,,0,0,825,,,-1366,0,0,,2160
[28/10/2018 03:30],,,,0,0,825,,,-1366,0,0,,2160
[28/10/2018 04:00],,,,0,0,824,,,-1477,0,0,,2114
[28/10/2018 04:30],,,,0,0,824,,,-1477,0,0,,2114
[28/10/2018 05:00],,,,0,0,824,,,-1478,0,0,,2086
[28/10/2018 05:30],,,,0,0,824,,,-1478,0,0,,2086
[28/10/2018 06:00],,,,0,18,848,,,-1479,-18,0,,2141
[28/10/2018 06:30],,,,0,18,848,,,-1479,-18,0,,2141
[28/10/2018 07:00],,,,0,0,766,,,-1978,-262,0,,1909
[28/10/2018 07:30],,,,0,0,766,,,-1978,-262,0,,1909
[28/10/2018 08:00],,,,0,0,1082,,,-1978,-494,0,,2367
[28/10/2018 08:30],,,,0,0,1082,,,-1978,-494,0,,2367
[28/10/2018 09:00],,,,0,0,1085,,,-1944,-358,0,,2413
[28/10/2018 09:30],,,,0,0,1085,,,-1944,-358,0,,2413
[28/10/2018 10:00],,,,0,0,1085,,,-529,-309,0,,2213
[28/10/2018 10:30],,,,0,0,1085,,,-529,-309,0,,2213
[28/10/2018 11:00],,,,468,0,1085,,,0,-480,0,,2169
[28/10/2018 11:30],,,,468,0,1085,,,0,-480,0,,2169
[28/10/2018 12:00],,,,175,0,1025,,,0,-530,0,,2107
[28/10/2018 12:30],,,,175,0,1025,,,0,-530,0,,2107
[28/10/2018 13:00],,,,745,0,1025,,,0,-530,0,,2100
[28/10/2018 13:30],,,,745,0,1025,,,0,-530,0,,2100
[28/10/2018 14:00],,,,0,0,1024,,,-14,-530,0,,2195
[28/10/2018 14:30],,,,0,0,1024,,,-14,-530,0,,2195
[28/10/2018 15:00],,,,0,0,1024,,,-1802,-433,0,,2116
[28/10/2018 15:30],,,,0,0,1024,,,-1802,-433,0,,2116
[28/10/2018 16:00],,,,0,0,1024,,,-1814,-524,0,,2102
[28/10/2018 16:30],,,,0,0,1024,,,-1814,-524,0,,2102
[28/10/2018 17:00],,,,614,0,1085,,,0,-530,0,,2164
[28/10/2018 17:30],,,,614,0,1085,,,0,-530,0,,2164
[28/10/2018 18:00],,,,1801,0,1085,,,0,-530,0,,2159
[28/10/2018 18:30],,,,1801,0,1085,,,0,-530,0,,2159
[28/10/2018 19:00],,,,1911,0,1085,,,0,-530,0,,2160
[28/10/2018 19:30],,,,1911,0,1085,,,0,-530,0,,2160
[28/10/2018 20:00],,,,1911,0,1085,,,0,-530,0,,2257
[28/10/2018 20:30],,,,1911,0,1085,,,0,-530,0,,2257
[28/10/2018 21:00],,,,1915,0,1024,,,0,-432,0,,2137
[28/10/2018 21:30],,,,1915,0,1024,,,0,-432,0,,2137
[28/10/2018 22:00],,,,663,0,1024,,,0,-504,0,,1144
[28/10/2018 22:30],,,,663,0,1024,,,0,-504,0,,1144
[28/10/2018 23:00],,,,0,0,960,,,-537,-407,0,,2091
[28/10/2018 23:30],,,,0,0,960,,,-537,-407,0,,2091
[29/10/2018 00:00],,,,0,0,924,,,-1940,-109,0,,2361
[29/10/2018 00:30],,,,0,0,924,,,-1940,-109,0,,2361
[29/10/2018 01:00],,,,0,0,924,,,-1978,0,0,,2416
[29/10/2018 01:30],,,,0,0,924,,,-1978,0,0,,2416
[29/10/2018 02:00],,,,0,0,924,,,-1248,0,0,,2383
[29/10/2018 02:30],,,,0,0,924,,,-1248,0,0,,2383
[29/10/2018 03:00],,,,0,20,924,,,-404,0,0,,2534
[29/10/2018 03:30],,,,0,20,924,,,-404,0,0,,2534
[29/10/2018 04:00],,,,0,10,874,,,-917,0,0,,2615
[29/10/2018 04:30],,,,0,10,874,,,-917,0,0,,2615
[29/10/2018 05:00],,,,0,207,873,,,-952,0,0,,2982
[29/10/2018 05:30],,,,0,207,873,,,-952,0,0,,2982
[29/10/2018 06:00],,,,0,449,1024,,,-774,0,0,,1567
[29/10/2018 06:30],,,,0,449,1024,,,-774,0,0,,1567
[29/10/2018 07:00],,,,0,500,1026,,,-664,0,0,,316
[29/10/2018 07:30],,,,0,500,1026,,,-664,0,0,,316
[29/10/2018 08:00],,,,0,387,1086,,,-369,0,0,,176
[29/10/2018 08:30],,,,0,387,1086,,,-369,0,0,,176
[29/10/2018 09:00],,,,372,210,985,,,0,0,0,,98
[29/10/2018 09:30],,,,372,210,985,,,0,0,0,,98
[29/10/2018 10:00],,,,1882,140,1086,,,0,0,0,,19
[29/10/2018 10:30],,,,1882,140,1086,,,0,0,0,,19
[29/10/2018 11:00],,,,2016,163,1086,,,0,0,0,,41
[29/10/2018 11:30],,,,2016,163,1086,,,0,0,0,,41
[29/10/2018 12:00],,,,2012,233,1026,,,0,0,0,,49
[29/10/2018 12:30],,,,2012,233,1026,,,0,0,0,,49
[29/10/2018 13:00],,,,952,299,1026,,,0,0,0,,-384
[29/10/2018 13:30],,,,952,299,1026,,,0,0,0,,-384
[29/10/2018 14:00],,,,944,408,1025,,,0,0,0,,-275
[29/10/2018 14:30],,,,944,408,1025,,,0,0,0,,-275
[29/10/2018 15:00],,,,1290,373,817,,,0,0,0,,-485
[29/10/2018 15:30],,,,1290,373,817,,,0,0,0,,-485
[29/10/2018 16:00],,,,0,238,973,,,-455,0,0,,952
[29/10/2018 16:30],,,,0,238,973,,,-455,0,0,,952
[29/10/2018 17:00],,,,432,106,1085,,,0,0,0,,1928
[29/10/2018 17:30],,,,432,106,1085,,,0,0,0,,1928
[29/10/2018 18:00],,,,655,11,1085,,,0,0,0,,1540
[29/10/2018 18:30],,,,655,11,1085,,,0,0,0,,1540
[29/10/2018 19:00],,,,1409,0,1086,,,0,0,0,,2077
[29/10/2018 19:30],,,,1409,0,1086,,,0,0,0,,2077
[29/10/2018 20:00],,,,1680,0,1085,,,0,0,0,,1200
[29/10/2018 20:30],,,,1680,0,1085,,,0,0,0,,1200
[29/10/2018 21:00],,,,1110,11,1025,,,0,0,0,,-585
[29/10/2018 21:30],,,,1110,11,1025,,,0,0,0,,-585
[29/10/2018 22:00],,,,87,0,1025,,,0,0,0,,-533
[29/10/2018 22:30],,,,87,0,1025,,,0,0,0,,-533
[29/10/2018 23:00],,,,0,0,1024,,,-375,0,0,,1807
[29/10/2018 23:30],,,,0,0,1024,,,-375,0,0,,1807
[30/10/2018 00:00],,,,0,0,975,,,-1379,0,0,,2874
[30/10/2018 00:30],,,,0,0,975,,,-1379,0,0,,2874
[30/10/2018 01:00],,,,0,0,975,,,-937,0,0,,2727
[30/10/2018 01:30],,,,0,0,975,,,-937,0,0,,2727
[30/10/2018 02:00],,,,0,0,975,,,-509,0,0,,2515
[30/10/2018 02:30],,,,0,0,975,,,-509,0,0,,2515
[30/10/2018 03:00],,,,0,0,975,,,-805,0,0,,2478
[30/10/2018 03:30],,,,0,0,975,,,-805,0,0,,2478
[30/10/2018 04:00],,,,0,0,974,,,-1953,0,0,,1240
[30/10/2018 04:30],,,,0,0,974,,,-1953,0,0,,1240
[30/10/2018 05:00],,,,0,0,1022,,,-1978,0,0,,318
[30/10/2018 05:30],,,,0,0,1022,,,-1978,0,0,,318
[30/10/2018 06:00],,,,0,0,698,,,-1978,-19,0,,-1240
[30/10/2018 06:30],,,,0,0,698,,,-1978,-19,0,,-1240
[30/10/2018 07:00],,,,0,0,631,,,-1978,-244,0,,-1701
[30/10/2018 07:30],,,,0,0,631,,,-1978,-244,0,,-1701
[30/10/2018 08:00],,,,0,0,576,,,-1675,-482,0,,-1512
[30/10/2018 08:30],,,,0,0,576,,,-1675,-482,0,,-1512
[30/10/2018 09:00],,,,0,0,247,,,-866,-530,0,,-1099
[30/10/2018 09:30],,,,0,0,247,,,-866,-530,0,,-1099
[30/10/2018 10:00],,,,1229,0,317,,,0,-530,0,,-1542
[30/10/2018 10:30],,,,1229,0,317,,,0,-530,0,,-1542
[30/10/2018 11:00],,,,2017,0,553,,,0,-530,0,,-1341
[30/10/2018 11:30],,,,2017,0,553,,,0,-530,0,,-1341
[30/10/2018 12:00],,,,2017,0,719,,,0,-530,0,,-996
[30/10/2018 12:30],,,,2017,0,719,,,0,-530,0,,-996
[30/10/2018 13:00],,,,2016,0,720,,,0,-530,0,,-886
[30/10/2018 13:30],,,,2016,0,720,,,0,-530,0,,-886
[30/10/2018 14:00],,,,1978,0,721,,,0,-530,0,,-590
[30/10/2018 14:30],,,,1978,0,721,,,0,-530,0,,-590
[30/10/2018 15:00],,,,2017,0,840,,,0,-530,0,,270
[30/10/2018 15:30],,,,2017,0,840,,,0,-530,0,,270
[30/10/2018 16:00],,,,1406,0,763,,,0,-530,0,,1703
[30/10/2018 16:30],,,,1406,0,763,,,0,-530,0,,1703
[30/10/2018 17:00],,,,2017,0,1003,,,0,-530,0,,2077
[30/10/2018 17:30],,,,2017,0,1003,,,0,-530,0,,2077
[30/10/2018 18:00],,,,2017,0,1086,,,0,-530,0,,2157
[30/10/2018 18:30],,,,2017,0,1086,,,0,-530,0,,2157
[30/10/2018 19:00],,,,2018,0,1086,,,0,-530,0,,1097
[30/10/2018 19:30],,,,2018,0,1086,,,0,-530,0,,1097
[30/10/2018 20:00],,,,2017,0,1086,,,0,-530,0,,1089
[30/10/2018 20:30],,,,2017,0,1086,,,0,-530,0,,1089
[30/10/2018 21:00],,,,2016,0,1025,,,0,-514,0,,1390
[30/10/2018 21:30],,,,2016,0,1025,,,0,-514,0,,1390
[30/10/2018 22:00],,,,2016,0,1025,,,0,-295,0,,-136
[30/10/2018 22:30],,,,2016,0,1025,,,0,-295,0,,-136
[30/10/2018 23:00],,,,2016,0,1025,,,0,-195,0,,850
[30/10/2018 23:30],,,,2016,0,1025,,,0,-195,0,,850
[31/10/2018 00:00],,,,2016,0,1085,,,0,-36,0,,1370
[31/10/2018 00:30],,,,2016,0,1085,,,0,-36,0,,1370
[31/10/2018 01:00],,,,2017,0,1086,,,0,0,0,,2183
[31/10/2018 01:30],,,,2017,0,1086,,,0,0,0,,2183
[31/10/2018 02:00],,,,2016,0,1086,,,0,0,0,,2406
[31/10/2018 02:30],,,,2016,0,1086,,,0,0,0,,2406
[31/10/2018 03:00],,,,2016,0,1085,,,0,0,0,,2035
[31/10/2018 03:30],,,,2016,0,1085,,,0,0,0,,2035
[31/10/2018 04:00],,,,2016,4,1025,,,0,0,0,,1079
[31/10/2018 04:30],,,,2016,4,1025,,,0,0,0,,1079
[31/10/2018 05:00],,,,2017,119,1024,,,0,0,0,,869
[31/10/2018 05:30],,,,2017,119,1024,,,0,0,0,,869
[31/10/2018 06:00],,,,2016,195,953,,,0,0,0,,23
[31/10/2018 06:30],,,,2016,195,953,,,0,0,0,,23
[31/10/2018 07:00],,,,2017,20,787,,,0,0,0,,160
[31/10/2018 07:30],,,,2017,20,787,,,0,0,0,,160
[31/10/2018 08:00],,,,2017,0,922,,,0,-111,0,,371
[31/10/2018 08:30],,,,2017,0,922,,,0,-111,0,,371
[31/10/2018 09:00],,,,2017,0,1085,,,0,-207,0,,-179
[31/10/2018 09:30],,,,2017,0,1085,,,0,-207,0,,-179
[31/10/2018 10:00],,,,2017,0,1086,,,0,-250,0,,-1526
[31/10/2018 10:30],,,,2017,0,1086,,,0,-250,0,,-1526
[31/10/2018 11:00],,,,2016,0,1086,,,0,-466,0,,-1770
[31/10/2018 11:30],,,,2016,0,1086,,,0,-466,0,,-1770
[31/10/2018 12:00],,,,2016,0,1025,,,0,-504,0,,-1869
[31/10/2018 12:30],,,,2016,0,1025,,,0,-504,0,,-1869
[31/10/2018 13:00],,,,2017,0,1025,,,0,-530,0,,-1895
[31/10/2018 13:30],,,,2017,0,1025,,,0,-530,0,,-1895
[31/10/2018 14:00],,,,2017,0,813,,,0,-530,0,,-1803
[31/10/2018 14:30],,,,2017,0,813,,,0,-530,0,,-1803
[31/10/2018 15:00],,,,2016,0,431,,,0,-530,0,,-1377
[31/10/2018 15:30],,,,2016,0,431,,,0,-530,0,,-1377
[31/10/2018 16:00],,,,2017,0,1006,,,0,-530,0,,1293
[31/10/2018 16:30],,,,2017,0,1006,,,0,-530,0,,1293
[31/10/2018 17:00],,,,1964,0,1085,,,0,-530,0,,2160
[31/10/2018 17:30],,,,1964,0,1085,,,0,-530,0,,2160
[31/10/2018 18:00],,,,1914,0,1086,,,0,-530,0,,2161
[31/10/2018 18:30],,,,1914,0,1086,,,0,-530,0,,2161
[31/10/2018 19:00],,,,1913,0,1086,,,0,-530,0,,2160
[31/10/2018 19:30],,,,1913,0,1086,,,0,-530,0,,2160
[31/10/2018 20:00],,,,1913,0,1086,,,0,-530,0,,2122
[31/10/2018 20:30],,,,1913,0,1086,,,0,-530,0,,2122
[31/10/2018 21:00],,,,1914,0,1025,,,0,-530,0,,2100
[31/10/2018 21:30],,,,1914,0,1025,,,0,-530,0,,2100
[31/10/2018 22:00],,,,1913,0,1025,,,0,-530,0,,1489
[31/10/2018 22:30],,,,1913,0,1025,,,0,-530,0,,1489
[31/10/2018 23:00],,,,1840,0,1025,,,0,-449,0,,2181
[31/10/2018 23:30],,,,1840,0,1025,,,0,-449,0,,2181
[01/11/2018 00:00],,,,1651,0,1085,,,0,-201,0,,2459
[01/11/2018 00:30],,,,1651,0,1085,,,0,-201,0,,2459
[01/11/2018 01:00],,,,1180,0,1086,,,0,-20,0,,2659
[01/11/2018 01:30],,,,1180,0,1086,,,0,-20,0,,2659
[01/11/2018 02:00],,,,1842,0,1025,,,0,0,0,,2591
[01/11/2018 02:30],,,,1842,0,1025,,,0,0,0,,2591
[01/11/2018 03:00],,,,1663,0,1025,,,0,0,0,,2665
[01/11/2018 03:30],,,,1663,0,1025,,,0,0,0,,2665
[01/11/2018 04:00],,,,596,0,1025,,,0,0,0,,2736
[01/11/2018 04:30],,,,596,0,1025,,,0,0,0,,2736
[01/11/2018 05:00],,,,35,0,1025,,,0,0,0,,2774
[01/11/2018 05:30],,,,35,0,1025,,,0,0,0,,2774
[01/11/2018 06:00],,,,318,0,1025,,,0,-17,0,,2865
[01/11/2018 06:30],,,,318,0,1025,,,0,-17,0,,2865
[01/11/2018 07:00],,,,0,0,1025,,,-215,-227,0,,2904
[01/11/2018 07:30],,,,0,0,1025,,,-215,-227,0,,2904
[01/11/2018 08:00],,,,506,0,1085,,,0,-306,0,,2691
[01/11/2018 08:30],,,,506,0,1085,,,0,-306,0,,2691
[01/11/2018 09:00],,,,823,0,1086,,,0,-267,0,,2435
[01/11/2018 09:30],,,,823,0,1086,,,0,-267,0,,2435
[01/11/2018 10:00],,,,2002,0,1086,,,0,-395,0,,2254
[01/11/2018 10:30],,,,2002,0,1086,,,0,-395,0,,2254
[01/11/2018 11:00],,,,2016,0,1086,,,0,-515,0,,2156
[01/11/2018 11:30],,,,2016,0,1086,,,0,-515,0,,2156
[01/11/2018 12:00],,,,1386,0,1026,,,0,-530,0,,2060
[01/11/2018 12:30],,,,1386,0,1026,,,0,-530,0,,2060
[01/11/2018 13:00],,,,330,0,1025,,,0,-530,0,,2060
[01/11/2018 13:30],,,,330,0,1025,,,0,-530,0,,2060
[01/11/2018 14:00],,,,0,0,1025,,,-244,-530,0,,2060
[01/11/2018 14:30],,,,0,0,1025,,,-244,-530,0,,2060
[01/11/2018 15:00],,,,0,0,1025,,,-947,-530,0,,2060
[01/11/2018 15:30],,,,0,0,1025,,,-947,-530,0,,2060
[01/11/2018 16:00],,,,0,0,1025,,,-1632,-530,0,,2060
[01/11/2018 16:30],,,,0,0,1025,,,-1632,-530,0,,2060
[01/11/2018 17:00],,,,1298,0,1086,,,0,-530,0,,2120
[01/11/2018 17:30],,,,1298,0,1086,,,0,-530,0,,2120
[01/11/2018 18:00],,,,1500,0,1086,,,0,-530,0,,2060
[01/11/2018 18:30],,,,1500,0,1086,,,0,-530,0,,2060
[01/11/2018 19:00],,,,1396,0,1086,,,0,-530,0,,2060
[01/11/2018 19:30],,,,1396,0,1086,,,0,-530,0,,2060
[01/11/2018 20:00],,,,1022,0,1086,,,0,-530,0,,2035
[01/11/2018 20:30],,,,1022,0,1086,,,0,-530,0,,2035
[01/11/2018 21:00],,,,209,0,1026,,,0,-518,0,,1046
[01/11/2018 21:30],,,,209,0,1026,,,0,-518,0,,1046
[01/11/2018 22:00],,,,0,0,1025,,,-31,-530,0,,1035
[01/11/2018 22:30],,,,0,0,1025,,,-31,-530,0,,1035
[01/11/2018 23:00],,,,0,0,1000,,,-34,-508,0,,1004
[01/11/2018 23:30],,,,0,0,1000,,,-34,-508,0,,1004
[02/11/2018 00:00],,,,0,0,975,,,-65,-273,0,,2174
[02/11/2018 00:30],,,,0,0,975,,,-65,-273,0,,2174
[02/11/2018 01:00],,,,0,0,975,,,-752,-308,0,,2185
[02/11/2018 01:30],,,,0,0,975,,,-752,-308,0,,2185
[02/11/2018 02:00],,,,0,0,975,,,-1,-299,0,,2137
[02/11/2018 02:30],,,,0,0,975,,,-1,-299,0,,2137
[02/11/2018 03:00],,,,270,0,975,,,0,-324,0,,2113
[02/11/2018 03:30],,,,270,0,975,,,0,-324,0,,2113
[02/11/2018 04:00],,,,378,0,975,,,0,-240,0,,2195
[02/11/2018 04:30],,,,378,0,975,,,0,-240,0,,2195
[02/11/2018 05:00],,,,286,0,975,,,0,-50,0,,2367
[02/11/2018 05:30],,,,286,0,975,,,0,-50,0,,2367
[02/11/2018 06:00],,,,1248,0,975,,,0,-117,0,,2354
[02/11/2018 06:30],,,,1248,0,975,,,0,-117,0,,2354
[02/11/2018 07:00],,,,567,0,819,,,0,-372,0,,1400
[02/11/2018 07:30],,,,567,0,819,,,0,-372,0,,1400
[02/11/2018 08:00],,,,454,0,874,,,0,-530,0,,1746
[02/11/2018 08:30],,,,454,0,874,,,0,-530,0,,1746
[02/11/2018 09:00],,,,180,0,360,,,0,-530,0,,1041
[02/11/2018 09:30],,,,180,0,360,,,0,-530,0,,1041
[02/11/2018 10:00],,,,575,0,381,,,0,-487,0,,37
[02/11/2018 10:30],,,,575,0,381,,,0,-487,0,,37
[02/11/2018 11:00],,,,1981,0,755,,,0,-244,0,,93
[02/11/2018 11:30],,,,1981,0,755,,,0,-244,0,,93
[02/11/2018 12:00],,,,2017,0,852,,,0,-31,0,,687
[02/11/2018 12:30],,,,2017,0,852,,,0,-31,0,,687
[02/11/2018 13:00],,,,1106,0,795,,,0,0,0,,194
[02/11/2018 13:30],,,,1106,0,795,,,0,0,0,,194
[02/11/2018 14:00],,,,1678,112,0,,,0,0,-156,,308
[02/11/2018 14:30],,,,1678,112,0,,,0,0,-156,,308
[02/11/2018 15:00],,,,0,405,1,,,-72,0,0,,1269
[02/11/2018 15:30],,,,0,405,1,,,-72,0,0,,1269
[02/11/2018 16:00],,,,0,500,630,,,-903,0,0,,3265
[02/11/2018 16:30],,,,0,500,630,,,-903,0,0,,3265
[02/11/2018 17:00],,,,298,500,780,,,0,0,0,,3429
[02/11/2018 17:30],,,,298,500,780,,,0,0,0,,3429
[02/11/2018 18:00],,,,1332,500,671,,,0,0,0,,2690
[02/11/2018 18:30],,,,1332,500,671,,,0,0,0,,2690
[02/11/2018 19:00],,,,1363,500,681,,,0,0,0,,1644
[02/11/2018 19:30],,,,1363,500,681,,,0,0,0,,1644
[02/11/2018 20:00],,,,1275,500,631,,,0,0,0,,1020
[02/11/2018 20:30],,,,1275,500,631,,,0,0,0,,1020
[02/11/2018 21:00],,,,1369,500,705,,,0,0,0,,391
[02/11/2018 21:30],,,,1369,500,705,,,0,0,0,,391
[02/11/2018 22:00],,,,1374,500,822,,,0,0,0,,-177
[02/11/2018 22:30],,,,1374,500,822,,,0,0,0,,-177
[02/11/2018 23:00],,,,964,500,844,,,0,0,0,,2775
[02/11/2018 23:30],,,,964,500,844,,,0,0,0,,2775
[03/11/2018 00:00],,,,1375,500,806,,,0,0,0,,2933
[03/11/2018 00:30],,,,1375,500,806,,,0,0,0,,2933
[03/11/2018 01:00],,,,605,500,726,,,0,0,0,,2749
[03/11/2018 01:30],,,,605,500,726,,,0,0,0,,2749
[03/11/2018 02:00],,,,875,500,726,,,0,0,0,,2375
[03/11/2018 02:30],,,,875,500,726,,,0,0,0,,2375
[03/11/2018 03:00],,,,1911,500,726,,,0,0,0,,1562
[03/11/2018 03:30],,,,1911,500,726,,,0,0,0,,1562
[03/11/2018 04:00],,,,2017,500,726,,,0,0,0,,1322
[03/11/2018 04:30],,,,2017,500,726,,,0,0,0,,1322
[03/11/2018 05:00],,,,2018,500,726,,,0,0,0,,1319
[03/11/2018 05:30],,,,2018,500,726,,,0,0,0,,1319
[03/11/2018 06:00],,,,2017,500,724,,,0,0,0,,1286
[03/11/2018 06:30],,,,2017,500,724,,,0,0,0,,1286
[03/11/2018 07:00],,,,2017,500,406,,,0,0,0,,281
[03/11/2018 07:30],,,,2017,500,406,,,0,0,0,,281
[03/11/2018 08:00],,,,2017,500,113,,,0,0,0,,739
[03/11/2018 08:30],,,,2017,500,113,,,0,0,0,,739
[03/11/2018 09:00],,,,2018,500,892,,,0,0,0,,1789
[03/11/2018 09:30],,,,2018,500,892,,,0,0,0,,1789
[03/11/2018 10:00],,,,2018,500,924,,,0,0,0,,1928
[03/11/2018 10:30],,,,2018,500,924,,,0,0,0,,1928
[03/11/2018 11:00],,,,2017,500,923,,,0,0,0,,1777
[03/11/2018 11:30],,,,2017,500,923,,,0,0,0,,1777
[03/11/2018 12:00],,,,2017,440,924,,,0,0,0,,2744
[03/11/2018 12:30],,,,2017,440,924,,,0,0,0,,2744
[03/11/2018 13:00],,,,2017,445,924,,,0,0,0,,2003
[03/11/2018 13:30],,,,2017,445,924,,,0,0,0,,2003
[03/11/2018 14:00],,,,2017,465,844,,,0,0,0,,1191
[03/11/2018 14:30],,,,2017,465,844,,,0,0,0,,1191
[03/11/2018 15:00],,,,2017,500,110,,,0,0,0,,1589
[03/11/2018 15:30],,,,2017,500,110,,,0,0,0,,1589
[03/11/2018 16:00],,,,2017,486,796,,,0,0,0,,2066
[03/11/2018 16:30],,,,2017,486,796,,,0,0,0,,2066
[03/11/2018 17:00],,,,1765,279,1085,,,0,0,0,,3244
[03/11/2018 17:30],,,,1765,279,1085,,,0,0,0,,3244
