Date (WET),DLH,Dynamic Containment,Dynamic FFR,EFR,Fast Reserve,LFS,MFR High,MFR Primary,MFR Secondary,Static FFR,STOR (DAY AHEAD),STOR (HISTORIC)
,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW
[21/10/2018 08:00],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,304.0,,0.0
[21/10/2018 08:30],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,304.0,,0.0
[21/10/2018 09:00],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,304.0,,0.0
[21/10/2018 09:30],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,304.0,,0.0
[21/10/2018 10:00],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,304.0,,0.0
[21/10/2018 10:30],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,294.0,,866.3
[21/10/2018 11:00],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,282.0,,866.3
[21/10/2018 11:30],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,282.0,,866.3
[21/10/2018 12:00],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,282.0,,866.3
[21/10/2018 12:30],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,282.0,,866.3
[21/10/2018 13:00],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,282.0,,0.0
[21/10/2018 13:30],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,282.0,,0.0
[21/10/2018 14:00],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,282.0,,0.0
[21/10/2018 14:30],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,282.0,,0.0
[21/10/2018 15:00],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,302.0,,0.0
[21/10/2018 15:30],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,302.0,,0.0
[21/10/2018 16:00],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,302.0,,0.0
[21/10/2018 16:30],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,302.0,,0.0
[21/10/2018 17:00],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,302.0,,0.0
[21/10/2018 17:30],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,302.0,,866.3
[21/10/2018 18:00],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,302.0,,866.3
[21/10/2018 18:30],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,302.0,,866.3
[21/10/2018 19:00],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,242.0,,866.3
[21/10/2018 19:30],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,252.0,,866.3
[21/10/2018 20:00],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,252.0,,0.0
[21/10/2018 20:30],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,252.0,,0.0
[21/10/2018 21:00],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,252.0,,0.0
[21/10/2018 21:30],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,252.0,,0.0
[21/10/2018 22:00],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,252.0,,0.0
[21/10/2018 22:30],0.0,,435.0,201.0,300.0,0.0,330.0,171.7,113.7,252.0,,0.0
[21/10/2018 23:00],0.0,,337.0,201.0,120.0,0.0,330.0,171.7,113.7,192.0,,0.0
[21/10/2018 23:30],0.0,,337.0,201.0,0.0,0.0,330.0,171.7,113.7,192.0,,0.0
[22/10/2018 00:00],0.0,,338.0,201.0,0.0,0.0,369.2,193.5,119.1,192.0,,0.0
[22/10/2018 00:30],0.0,,338.0,201.0,0.0,0.0,369.2,193.5,119.1,192.0,,0.0
[22/10/2018 01:00],0.0,,338.0,201.0,0.0,0.0,439.1,231.8,122.2,192.0,,0.0
[22/10/2018 01:30],0.0,,338.0,201.0,0.0,0.0,439.1,231.8,122.2,192.0,,0.0
[22/10/2018 02:00],0.0,,338.0,201.0,0.0,0.0,439.1,231.8,122.2,192.0,,0.0
[22/10/2018 02:30],0.0,,338.0,201.0,0.0,0.0,439.1,231.8,122.2,192.0,,0.0
[22/10/2018 03:00],0.0,,338.0,201.0,0.0,0.0,439.1,231.8,122.2,191.0,,0.0
[22/10/2018 03:30],0.0,,338.0,201.0,0.0,0.0,439.1,231.8,122.2,191.0,,0.0
[22/10/2018 04:00],0.0,,338.0,201.0,0.0,0.0,439.1,231.8,122.2,191.0,,0.0
[22/10/2018 04:30],0.0,,338.0,201.0,0.0,0.0,439.1,231.8,122.2,191.0,,0.0
[22/10/2018 05:00],0.0,,338.0,201.0,0.0,0.0,439.1,231.8,122.2,191.0,,0.0
[22/10/2018 05:30],0.0,,338.0,201.0,0.0,0.0,439.1,231.8,122.2,191.0,,0.0
[22/10/2018 06:00],0.0,,338.0,201.0,300.0,0.0,439.1,231.8,122.2,181.0,,866.3
[22/10/2018 06:30],0.0,,498.0,201.0,300.0,0.0,439.1,231.8,122.2,181.0,,866.3
[22/10/2018 07:00],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,294.0,,866.3
[22/10/2018 07:30],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,294.0,,866.3
[22/10/2018 08:00],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,294.0,,866.3
[22/10/2018 08:30],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,294.0,,866.3
[22/10/2018 09:00],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,294.0,,866.3
[22/10/2018 09:30],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,294.0,,866.3
[22/10/2018 10:00],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,294.0,,866.3
[22/10/2018 10:30],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,294.0,,866.3
[22/10/2018 11:00],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,282.0,,866.3
[22/10/2018 11:30],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,282.0,,866.3
[22/10/2018 12:00],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,282.0,,866.3
[22/10/2018 12:30],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,282.0,,866.3
[22/10/2018 13:00],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,282.0,,0.0
[22/10/2018 13:30],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,282.0,,0.0
[22/10/2018 14:00],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,282.0,,0.0
[22/10/2018 14:30],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,282.0,,0.0
[22/10/2018 15:00],0.0,,431.0,201.0,300.0,0.0,439.1,231.8,122.2,190.0,,0.0
[22/10/2018 15:30],0.0,,431.0,201.0,300.0,0.0,439.1,231.8,122.2,190.0,,0.0
[22/10/2018 16:00],0.0,,431.0,201.0,300.0,0.0,439.1,231.8,122.2,190.0,,0.0
[22/10/2018 16:30],0.0,,431.0,201.0,300.0,0.0,439.1,231.8,122.2,190.0,,0.0
[22/10/2018 17:00],0.0,,431.0,201.0,300.0,0.0,439.1,231.8,122.2,190.0,,866.3
[22/10/2018 17:30],0.0,,431.0,201.0,300.0,0.0,439.1,231.8,122.2,190.0,,866.3
[22/10/2018 18:00],0.0,,431.0,201.0,300.0,0.0,439.1,231.8,122.2,190.0,,866.3
[22/10/2018 18:30],0.0,,431.0,201.0,300.0,0.0,439.1,231.8,122.2,190.0,,866.3
[22/10/2018 19:00],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,242.0,,866.3
[22/10/2018 19:30],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,242.0,,866.3
[22/10/2018 20:00],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,242.0,,866.3
[22/10/2018 20:30],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,252.0,,0.0
[22/10/2018 21:00],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,252.0,,0.0
[22/10/2018 21:30],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,252.0,,0.0
[22/10/2018 22:00],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,252.0,,0.0
[22/10/2018 22:30],0.0,,435.0,201.0,300.0,0.0,439.1,231.8,122.2,252.0,,0.0
[22/10/2018 23:00],0.0,,338.0,201.0,120.0,0.0,439.1,231.8,122.2,192.0,,0.0
[22/10/2018 23:30],0.0,,338.0,201.0,0.0,0.0,439.1,231.8,122.2,192.0,,0.0
[23/10/2018 00:00],0.0,,338.0,201.0,0.0,0.0,428.2,232.3,128.9,192.0,,0.0
[23/10/2018 00:30],0.0,,338.0,201.0,0.0,0.0,428.2,232.3,128.9,192.0,,0.0
[23/10/2018 01:00],0.0,,338.0,201.0,0.0,0.0,428.2,232.3,128.9,192.0,,0.0
[23/10/2018 01:30],0.0,,338.0,201.0,0.0,0.0,428.2,232.3,128.9,192.0,,0.0
[23/10/2018 02:00],0.0,,338.0,201.0,0.0,0.0,428.2,232.3,128.9,192.0,,0.0
[23/10/2018 02:30],0.0,,338.0,201.0,0.0,0.0,428.2,232.3,128.9,192.0,,0.0
[23/10/2018 03:00],0.0,,338.0,201.0,0.0,0.0,428.2,232.3,128.9,191.0,,0.0
[23/10/2018 03:30],0.0,,338.0,201.0,0.0,0.0,428.2,232.3,128.9,191.0,,0.0
[23/10/2018 04:00],0.0,,338.0,201.0,0.0,0.0,428.2,232.3,128.9,191.0,,0.0
[23/10/2018 04:30],0.0,,338.0,201.0,0.0,0.0,428.2,232.3,128.9,191.0,,0.0
[23/10/2018 05:00],0.0,,338.0,201.0,0.0,0.0,428.2,232.3,128.9,191.0,,0.0
[23/10/2018 05:30],0.0,,338.0,201.0,0.0,0.0,428.2,232.3,128.9,191.0,,0.0
[23/10/2018 06:00],0.0,,338.0,201.0,300.0,0.0,428.2,232.3,128.9,181.0,,866.3
[23/10/2018 06:30],0.0,,498.0,201.0,300.0,0.0,428.2,232.3,128.9,181.0,,866.3
[23/10/2018 07:00],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,294.0,,866.3
[23/10/2018 07:30],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,294.0,,866.3
[23/10/2018 08:00],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,294.0,,866.3
[23/10/2018 08:30],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,294.0,,866.3
[23/10/2018 09:00],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,294.0,,866.3
[23/10/2018 09:30],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,294.0,,866.3
[23/10/2018 10:00],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,294.0,,866.3
[23/10/2018 10:30],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,294.0,,866.3
[23/10/2018 11:00],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,282.0,,866.3
[23/10/2018 11:30],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,282.0,,866.3
[23/10/2018 12:00],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,282.0,,866.3
[23/10/2018 12:30],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,282.0,,866.3
[23/10/2018 13:00],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,282.0,,0.0
[23/10/2018 13:30],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,282.0,,0.0
[23/10/2018 14:00],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,282.0,,0.0
[23/10/2018 14:30],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,282.0,,0.0
[23/10/2018 15:00],0.0,,431.0,201.0,300.0,0.0,428.2,232.3,128.9,190.0,,0.0
[23/10/2018 15:30],0.0,,431.0,201.0,300.0,0.0,428.2,232.3,128.9,190.0,,0.0
[23/10/2018 16:00],0.0,,431.0,201.0,300.0,0.0,428.2,232.3,128.9,190.0,,0.0
[23/10/2018 16:30],0.0,,431.0,201.0,300.0,0.0,428.2,232.3,128.9,190.0,,0.0
[23/10/2018 17:00],0.0,,431.0,201.0,300.0,0.0,428.2,232.3,128.9,190.0,,866.3
[23/10/2018 17:30],0.0,,431.0,201.0,300.0,0.0,428.2,232.3,128.9,190.0,,866.3
[23/10/2018 18:00],0.0,,431.0,201.0,300.0,0.0,428.2,232.3,128.9,190.0,,866.3
[23/10/2018 18:30],0.0,,431.0,201.0,300.0,0.0,428.2,232.3,128.9,190.0,,866.3
[23/10/2018 19:00],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,242.0,,866.3
[23/10/2018 19:30],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,242.0,,866.3
[23/10/2018 20:00],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,242.0,,866.3
[23/10/2018 20:30],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,252.0,,0.0
[23/10/2018 21:00],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,252.0,,0.0
[23/10/2018 21:30],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,252.0,,0.0
[23/10/2018 22:00],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,252.0,,0.0
[23/10/2018 22:30],0.0,,435.0,201.0,300.0,0.0,428.2,232.3,128.9,252.0,,0.0
[23/10/2018 23:00],0.0,,338.0,201.0,120.0,0.0,428.2,232.3,128.9,192.0,,0.0
[23/10/2018 23:30],0.0,,338.0,201.0,0.0,0.0,428.2,232.3,128.9,192.0,,0.0
[24/10/2018 00:00],0.0,,338.0,201.0,0.0,0.0,367.6,154.3,89.9,192.0,,0.0
[24/10/2018 00:30],0.0,,338.0,201.0,0.0,0.0,367.6,154.3,89.9,192.0,,0.0
[24/10/2018 01:00],0.0,,338.0,201.0,0.0,0.0,367.6,154.3,89.9,192.0,,0.0
[24/10/2018 01:30],0.0,,338.0,201.0,0.0,0.0,367.6,154.3,89.9,192.0,,0.0
[24/10/2018 02:00],0.0,,338.0,201.0,0.0,0.0,367.6,154.3,89.9,192.0,,0.0
[24/10/2018 02:30],0.0,,338.0,201.0,0.0,0.0,367.6,154.3,89.9,192.0,,0.0
[24/10/2018 03:00],0.0,,338.0,201.0,0.0,0.0,367.6,154.3,89.9,191.0,,0.0
[24/10/2018 03:30],0.0,,338.0,201.0,0.0,0.0,367.6,154.3,89.9,191.0,,0.0
[24/10/2018 04:00],0.0,,338.0,201.0,0.0,0.0,367.6,154.3,89.9,191.0,,0.0
[24/10/2018 04:30],0.0,,338.0,201.0,0.0,0.0,367.6,154.3,89.9,191.0,,0.0
[24/10/2018 05:00],0.0,,338.0,201.0,0.0,0.0,367.6,154.3,89.9,191.0,,0.0
[24/10/2018 05:30],0.0,,338.0,201.0,0.0,0.0,367.6,154.3,89.9,191.0,,0.0
[24/10/2018 06:00],0.0,,338.0,201.0,300.0,0.0,367.6,154.3,89.9,181.0,,866.3
[24/10/2018 06:30],0.0,,498.0,201.0,300.0,0.0,367.6,154.3,89.9,181.0,,866.3
[24/10/2018 07:00],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,294.0,,866.3
[24/10/2018 07:30],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,294.0,,866.3
[24/10/2018 08:00],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,294.0,,866.3
[24/10/2018 08:30],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,294.0,,866.3
[24/10/2018 09:00],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,294.0,,866.3
[24/10/2018 09:30],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,294.0,,866.3
[24/10/2018 10:00],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,294.0,,866.3
[24/10/2018 10:30],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,294.0,,866.3
[24/10/2018 11:00],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,282.0,,866.3
[24/10/2018 11:30],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,282.0,,866.3
[24/10/2018 12:00],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,282.0,,866.3
[24/10/2018 12:30],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,282.0,,866.3
[24/10/2018 13:00],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,282.0,,0.0
[24/10/2018 13:30],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,282.0,,0.0
[24/10/2018 14:00],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,282.0,,0.0
[24/10/2018 14:30],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,282.0,,0.0
[24/10/2018 15:00],0.0,,431.0,201.0,300.0,0.0,367.6,154.3,89.9,190.0,,0.0
[24/10/2018 15:30],0.0,,431.0,201.0,300.0,0.0,367.6,154.3,89.9,190.0,,0.0
[24/10/2018 16:00],0.0,,431.0,201.0,300.0,0.0,367.6,154.3,89.9,190.0,,0.0
[24/10/2018 16:30],0.0,,431.0,201.0,300.0,0.0,367.6,154.3,89.9,190.0,,0.0
[24/10/2018 17:00],0.0,,431.0,201.0,300.0,0.0,367.6,154.3,89.9,190.0,,866.3
[24/10/2018 17:30],0.0,,431.0,201.0,300.0,0.0,367.6,154.3,89.9,190.0,,866.3
[24/10/2018 18:00],0.0,,431.0,201.0,300.0,0.0,367.6,154.3,89.9,190.0,,866.3
[24/10/2018 18:30],0.0,,431.0,201.0,300.0,0.0,367.6,154.3,89.9,190.0,,866.3
[24/10/2018 19:00],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,242.0,,866.3
[24/10/2018 19:30],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,242.0,,866.3
[24/10/2018 20:00],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,242.0,,866.3
[24/10/2018 20:30],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,252.0,,0.0
[24/10/2018 21:00],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,252.0,,0.0
[24/10/2018 21:30],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,252.0,,0.0
[24/10/2018 22:00],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,252.0,,0.0
[24/10/2018 22:30],0.0,,435.0,201.0,300.0,0.0,367.6,154.3,89.9,252.0,,0.0
[24/10/2018 23:00],0.0,,338.0,201.0,120.0,0.0,367.6,154.3,89.9,192.0,,0.0
[24/10/2018 23:30],0.0,,338.0,201.0,0.0,0.0,367.6,154.3,89.9,192.0,,0.0
[25/10/2018 00:00],0.0,,338.0,201.0,0.0,0.0,436.8,201.5,92.9,192.0,,0.0
[25/10/2018 00:30],0.0,,338.0,201.0,0.0,0.0,436.8,201.5,92.9,192.0,,0.0
[25/10/2018 01:00],0.0,,338.0,201.0,0.0,0.0,375.9,166.9,70.6,192.0,,0.0
[25/10/2018 01:30],0.0,,338.0,201.0,0.0,0.0,375.9,166.9,70.6,192.0,,0.0
[25/10/2018 02:00],0.0,,338.0,201.0,0.0,0.0,375.9,166.9,70.6,192.0,,0.0
[25/10/2018 02:30],0.0,,338.0,201.0,0.0,0.0,375.9,166.9,70.6,192.0,,0.0
[25/10/2018 03:00],0.0,,338.0,201.0,0.0,0.0,375.9,166.9,70.6,191.0,,0.0
[25/10/2018 03:30],0.0,,338.0,201.0,0.0,0.0,375.9,166.9,70.6,191.0,,0.0
[25/10/2018 04:00],0.0,,338.0,201.0,0.0,0.0,375.9,166.9,70.6,191.0,,0.0
[25/10/2018 04:30],0.0,,338.0,201.0,0.0,0.0,375.9,166.9,70.6,191.0,,0.0
[25/10/2018 05:00],0.0,,338.0,201.0,0.0,0.0,375.9,166.9,70.6,191.0,,0.0
[25/10/2018 05:30],0.0,,338.0,201.0,0.0,0.0,375.9,166.9,70.6,191.0,,0.0
[25/10/2018 06:00],0.0,,338.0,201.0,300.0,0.0,375.9,166.9,70.6,181.0,,866.3
[25/10/2018 06:30],0.0,,498.0,201.0,300.0,0.0,375.9,166.9,70.6,181.0,,866.3
[25/10/2018 07:00],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,294.0,,866.3
[25/10/2018 07:30],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,294.0,,866.3
[25/10/2018 08:00],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,294.0,,866.3
[25/10/2018 08:30],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,294.0,,866.3
[25/10/2018 09:00],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,294.0,,866.3
[25/10/2018 09:30],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,294.0,,866.3
[25/10/2018 10:00],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,294.0,,866.3
[25/10/2018 10:30],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,294.0,,866.3
[25/10/2018 11:00],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,282.0,,866.3
[25/10/2018 11:30],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,282.0,,866.3
[25/10/2018 12:00],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,282.0,,866.3
[25/10/2018 12:30],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,282.0,,866.3
[25/10/2018 13:00],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,282.0,,0.0
[25/10/2018 13:30],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,282.0,,0.0
[25/10/2018 14:00],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,282.0,,0.0
[25/10/2018 14:30],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,282.0,,0.0
[25/10/2018 15:00],0.0,,431.0,201.0,300.0,0.0,375.9,166.9,70.6,190.0,,0.0
[25/10/2018 15:30],0.0,,431.0,201.0,300.0,0.0,375.9,166.9,70.6,190.0,,0.0
[25/10/2018 16:00],0.0,,431.0,201.0,300.0,0.0,375.9,166.9,70.6,190.0,,0.0
[25/10/2018 16:30],0.0,,431.0,201.0,300.0,0.0,375.9,166.9,70.6,190.0,,0.0
[25/10/2018 17:00],0.0,,431.0,201.0,300.0,0.0,375.9,166.9,70.6,190.0,,866.3
[25/10/2018 17:30],0.0,,431.0,201.0,300.0,0.0,375.9,166.9,70.6,190.0,,866.3
[25/10/2018 18:00],0.0,,431.0,201.0,300.0,0.0,375.9,166.9,70.6,190.0,,866.3
[25/10/2018 18:30],0.0,,431.0,201.0,300.0,0.0,375.9,166.9,70.6,190.0,,866.3
[25/10/2018 19:00],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,242.0,,866.3
[25/10/2018 19:30],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,242.0,,866.3
[25/10/2018 20:00],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,242.0,,866.3
[25/10/2018 20:30],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,252.0,,0.0
[25/10/2018 21:00],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,252.0,,0.0
[25/10/2018 21:30],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,252.0,,0.0
[25/10/2018 22:00],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,252.0,,0.0
[25/10/2018 22:30],0.0,,435.0,201.0,300.0,0.0,375.9,166.9,70.6,252.0,,0.0
[25/10/2018 23:00],0.0,,338.0,201.0,120.0,0.0,375.9,166.9,70.6,192.0,,0.0
[25/10/2018 23:30],0.0,,338.0,201.0,0.0,0.0,375.9,166.9,70.6,192.0,,0.0
[26/10/2018 00:00],0.0,,338.0,201.0,0.0,0.0,414.8,171.3,105.6,192.0,,0.0
[26/10/2018 00:30],0.0,,338.0,201.0,0.0,0.0,414.8,171.3,105.6,192.0,,0.0
[26/10/2018 01:00],0.0,,338.0,201.0,0.0,0.0,414.8,171.3,105.6,192.0,,0.0
[26/10/2018 01:30],0.0,,338.0,201.0,0.0,0.0,414.8,171.3,105.6,192.0,,0.0
[26/10/2018 02:00],0.0,,338.0,201.0,0.0,0.0,414.8,171.3,105.6,192.0,,0.0
[26/10/2018 02:30],0.0,,338.0,201.0,0.0,0.0,414.8,171.3,105.6,192.0,,0.0
[26/10/2018 03:00],0.0,,338.0,201.0,0.0,0.0,414.8,171.3,105.6,191.0,,0.0
[26/10/2018 03:30],0.0,,338.0,201.0,0.0,0.0,414.8,171.3,105.6,191.0,,0.0
[26/10/2018 04:00],0.0,,338.0,201.0,0.0,0.0,414.8,171.3,105.6,191.0,,0.0
[26/10/2018 04:30],0.0,,338.0,201.0,0.0,0.0,414.8,171.3,105.6,191.0,,0.0
[26/10/2018 05:00],0.0,,338.0,201.0,0.0,0.0,414.8,171.3,105.6,191.0,,0.0
[26/10/2018 05:30],0.0,,338.0,201.0,0.0,0.0,414.8,171.3,105.6,191.0,,0.0
[26/10/2018 06:00],0.0,,338.0,201.0,300.0,0.0,414.8,171.3,105.6,181.0,,866.3
[26/10/2018 06:30],0.0,,498.0,201.0,300.0,0.0,414.8,171.3,105.6,181.0,,866.3
[26/10/2018 07:00],0.0,,435.0,201.0,300.0,0.0,414.8,171.3,105.6,294.0,,866.3
[26/10/2018 07:30],0.0,,435.0,201.0,300.0,0.0,414.8,171.3,105.6,294.0,,866.3
[26/10/2018 08:00],0.0,,435.0,201.0,300.0,0.0,414.8,171.3,105.6,294.0,,866.3
[26/10/2018 08:30],0.0,,435.0,201.0,300.0,0.0,414.8,171.3,105.6,294.0,,866.3
[26/10/2018 09:00],0.0,,435.0,201.0,300.0,0.0,414.8,171.3,105.6,294.0,,866.3
[26/10/2018 09:30],0.0,,435.0,201.0,300.0,0.0,414.8,171.3,105.6,294.0,,866.3
[26/10/2018 10:00],0.0,,435.0,201.0,300.0,0.0,414.8,171.3,105.6,294.0,,866.3
[26/10/2018 10:30],0.0,,435.0,201.0,300.0,0.0,414.8,171.3,105.6,294.0,,866.3
[26/10/2018 11:00],0.0,,435.0,201.0,300.0,0.0,414.8,171.3,105.6,282.0,,866.3
[26/10/2018 11:30],0.0,,435.0,201.0,300.0,0.0,414.8,171.3,105.6,282.0,,866.3
[26/10/2018 12:00],0.0,,435.0,201.0,300.0,0.0,414.8,171.3,105.6,282.0,,866.3
[26/10/2018 12:30],0.0,,435.0,201.0,300.0,0.0,414.8,171.3,105.6,282.0,,866.3
[26/10/2018 13:00],0.0,,435.0,201.0,300.0,0.0,414.8,171.3,105.6,282.0,,0.0
[26/10/2018 13:30],0.0,,435.0,201.0,300.0,0.0,414.8,171.3,105.6,282.0,,0.0
[26/10/2018 14:00],0.0,,435.0,201.0,300.0,0.0,414.8,171.3,105.6,282.0,,0.0
[26/10/2018 14:30],0.0,,435.0,201.0,300.0,0.0,414.8,171.3,105.6,282.0,,0.0
[26/10/2018 15:00],0.0,,431.0,201.0,300.0,0.0,414.8,171.3,105.6,190.0,,0.0
[26/10/2018 15:30],0.0,,431.0,201.0,300.0,0.0,414.8,171.3,105.6,190.0,,0.0
